# dex,pokemon,pokeapi name,complexity,realism,artificiality,fantasy,humanoid,cuteness,coolness,beauty,popularity,rating count
352,Kecleon,kecleon,2.5636,2.8545,1.2909,1.9636,2.5091,2.7818,2.8000,2.5455,3.4545,55
353,Shuppet,shuppet,1.4074,1.6296,3.7963,4.1296,1.5000,3.7778,3.1852,2.9815,3.5000,54
354,Mega Banette,banette-mega,3.8182,1.9636,4.0364,4.6545,3.4909,2.7636,4.3091,3.1273,4.1091,55
354,standard Banette,banette,2.2963,1.9259,4.0556,4.2037,3.3889,2.9074,3.9815,2.9259,4.0370,54
355,Duskull,duskull,2.0182,1.9455,3.0909,4.4364,2.1273,3.2000,3.6909,2.6909,4.0182,55
356,Dusclops,dusclops,2.8182,1.8545,3.5273,4.2545,3.5273,2.1818,3.6727,2.4182,3.6545,55
357,Tropius,tropius,2.9636,3.1273,1.2727,3.8545,1.1091,2.8909,3.8000,3.4545,3.8727,55
358,Chimecho,chimecho,1.7636,1.6727,4.3455,3.8909,1.2364,4.1091,2.3636,3.7636,3.4364,55
359,Mega Absol,absol-mega,3.8000,2.7636,1.7091,4.6727,1.5818,3.5091,4.4545,4.4000,4.2545,55
359,standard Absol,absol,2.6545,3.2727,1.8000,4.1091,1.3636,3.4182,4.4182,4.2545,4.1818,55
360,Wynaut,wynaut,1.5893,1.1964,2.9107,3.8571,2.5000,4.1786,2.3214,2.7679,3.4286,56
361,Snorunt,snorunt,1.7273,1.4364,2.7818,3.8364,2.5091,4.0182,2.9273,2.9818,3.8182,55
362,Mega Glalie,glalie-mega,3.9091,2.1636,3.7273,4.3273,1.7273,1.3818,3.7273,1.8727,3.2364,55
362,standard Glalie,glalie,2.8364,2.2182,3.5818,4.2000,1.8727,1.5636,3.4727,1.9455,3.2182,55
363,Spheal,spheal,1.2364,1.5818,1.4727,2.2182,1.1636,4.8182,3.3273,3.9636,4.3636,55
364,Sealeo,sealeo,1.8909,2.7091,1.2000,1.7818,1.1455,3.8545,2.7818,3.1273,3.7273,55
365,Walrein,walrein,2.6182,3.5455,1.2545,2.0727,1.1455,2.1818,3.6727,2.2000,3.4182,55
366,Clamperl,clamperl,2.3273,2.1636,1.5818,2.2909,1.2364,3.8182,2.0909,3.4727,3.2727,55
367,Huntail,huntail,2.6182,2.1455,1.4182,2.5273,1.1273,1.6727,2.6182,1.6909,2.8364,55
368,Gorebyss,gorebyss,1.9273,1.9818,1.6727,3.0909,1.5091,2.8182,2.1636,3.1636,2.6545,55
369,Relicanth,relicanth,2.8727,3.9091,1.4909,1.9091,1.1273,1.6364,3.1455,2.1818,3.6364,55
370,Luvdisc,luvdisc,1.1636,1.4909,1.6545,2.2727,1.1273,3.9455,1.7091,3.7455,3.2000,55
371,Bagon,bagon,2.0000,1.7818,1.7636,3.4364,1.9455,3.4364,3.3455,2.4545,3.5636,55
372,Shelgon,shelgon,1.7818,2.0364,2.8000,3.8000,1.2364,2.5636,3.0182,2.4909,3.2182,55
373,Mega Salamence,salamence-mega,3.7273,2.2909,2.8909,4.5273,1.1455,1.5273,3.8909,2.8727,3.2909,55
373,standard Salamence,salamence,2.9091,2.5273,2.0545,4.2000,1.1273,1.8000,4.1636,2.8364,3.7636,55
374,Beldum,beldum,2.5455,3.1455,4.6364,4.0364,1.1636,2.8545,3.4909,2.7091,3.5818,55
375,Metang,metang,3.4727,3.2000,4.7818,4.2000,1.4000,1.9636,3.9273,2.6000,3.8182,55
376,Mega Metagross,metagross-mega,4.4364,2.8909,4.7273,4.4182,1.4182,1.6545,4.5091,2.7636,4.0000,55
376,standard Metagross,metagross,4.0185,3.0556,4.7593,4.2778,1.3148,1.4815,4.6111,2.8889,4.2222,54
377,Regirock,regirock,3.2364,3.0727,4.3273,4.2909,3.6182,1.6364,3.8364,2.4545,3.5455,55
378,Regice,regice,2.6909,2.6000,4.4000,4.4182,3.0364,1.8182,3.6727,3.1455,3.5455,55
379,Registeel,registeel,2.8727,2.7636,4.8000,4.2364,3.6182,1.6545,3.7818,2.8182,3.7091,55
380,Mega Latias,latias-mega,3.6364,2.2545,3.4000,4.3636,1.6364,2.8364,3.5091,3.1636,3.0727,55
380,standard Latias,latias,2.9273,2.0727,3.0182,4.4545,1.8364,4.2182,3.7636,4.0364,4.1455,55
381,Mega Latios,latios-mega,3.8727,2.2364,3.7273,4.5273,1.3818,2.4727,3.7455,2.8727,3.0545,55
381,standard Latios,latios,3.2909,2.4909,3.2182,4.3818,1.5636,3.0545,4.2545,3.8000,3.8727,55
382,Primal Kyogre,kyogre-primal,4.2545,3.1818,2.3455,4.5636,1.1636,2.2364,4.3636,3.7818,4.0364,55
382,standard Kyogre,kyogre,3.5741,3.1852,2.1111,4.0370,1.1296,2.0741,4.4074,3.6481,4.2593,54
383,Primal Groudon,groudon-primal,4.4727,3.0000,2.5636,4.7455,1.8364,1.4545,4.6727,3.2000,4.2727,55
383,standard Groudon,groudon,4.3091,2.8000,2.5455,4.4545,2.0364,1.6364,4.5273,2.8364,4.1636,55
384,Mega Rayquaza,rayquaza-mega,4.8545,2.7636,2.9455,4.9636,1.1818,1.6364,4.7091,3.6000,4.1636,55
384,standard Rayquaza,rayquaza,4.4364,3.0545,2.8727,4.6727,1.2364,1.3818,4.4364,3.1636,4.1636,55
385,Jirachi,jirachi,2.3818,1.8545,3.1091,4.7091,3.4000,4.5455,3.6364,4.2364,4.1273,55
386,Attack Deoxys,deoxys-attack,3.9444,2.6667,4.2222,4.7593,4.5185,1.7593,4.4444,3.1481,3.9630,54
386,Defense Deoxys,deoxys-defense,3.2182,2.4364,4.4000,4.5091,4.4364,1.8000,3.9818,2.5455,3.4727,55
386,Speed Deoxys,deoxys-speed,3.9636,2.6727,4.1818,4.5091,4.3455,1.9273,4.5636,3.2182,3.9091,55
386,standard Deoxys,deoxys-normal,4.0727,2.8364,4.0545,4.5091,4.4909,1.7818,4.4727,3.2182,4.2000,55
387,Turtwig,turtwig,2.1091,2.3636,1.3455,2.8182,1.1818,4.5455,3.5455,3.3818,4.3273,55
388,Grotle,grotle,2.8545,2.4909,1.4000,3.0909,1.1273,3.0909,3.1273,2.8000,3.5091,55
389,Torterra,torterra,3.9091,3.5455,1.8364,4.1636,1.1818,2.4182,4.4545,3.0909,4.4182,55
390,Chimchar,chimchar,2.0727,2.1818,1.4364,3.1091,2.9818,3.7636,3.1273,2.8182,3.4727,55
391,Monferno,monferno,2.6182,2.5818,1.5455,3.3273,3.3636,3.2000,3.4545,2.8727,3.4545,55
392,Infernape,infernape,3.7636,3.1091,2.0182,3.9636,4.0364,2.2727,4.3273,3.0727,3.7636,55
393,Piplup,piplup,1.9074,2.0556,1.3889,2.2963,1.8704,4.6852,3.1296,3.9444,4.2593,54
394,Prinplup,prinplup,2.4545,2.3818,1.7091,2.4364,2.4000,2.9091,2.8364,2.6727,3.2000,55
395,Empoleon,empoleon,3.9273,3.0727,2.5273,3.4364,3.2000,2.2364,4.3818,3.2545,3.9455,55
396,Starly,starly,1.8909,2.9455,1.2364,1.4909,1.1636,3.9273,2.8364,3.3455,3.5636,55
397,Staravia,staravia,2.1636,3.0545,1.2000,1.4364,1.1273,3.0182,3.0909,2.8909,3.1818,55
398,Staraptor,staraptor,3.1273,3.5091,1.2909,1.9273,1.2727,2.2727,4.1636,3.3273,3.9273,55
399,Bidoof,bidoof,1.3636,2.2182,1.2000,1.2182,1.1273,4.3455,2.7273,3.0364,3.9636,55
400,Bibarel,bibarel,1.9455,1.6909,1.4545,1.5636,1.6545,3.1636,2.1091,2.3273,3.2182,55
401,Kricketot,kricketot,2.3091,1.7818,2.0000,2.4545,2.2727,3.6545,2.2000,2.7818,3.1636,55
402,Kricketune,kricketune,3.0364,1.9273,1.7818,3.1091,2.8727,2.8727,2.6000,2.7455,3.2000,55
403,Shinx,shinx,2.0182,1.7818,1.4909,2.8000,1.2000,4.4545,3.5818,3.5455,4.0364,55
404,Luxio,luxio,3.0000,2.4545,1.5636,3.0182,1.1455,3.5091,3.9273,3.3455,3.9091,55
405,Luxray,luxray,3.5273,3.1636,1.6364,3.4364,1.1273,2.9636,4.6364,3.8182,4.3636,55
406,Budew,budew,1.4545,1.7455,1.5091,3.1636,1.6727,4.4000,2.0182,3.6182,3.5636,55
407,Roserade,roserade,3.2182,2.2000,1.9818,4.0909,4.3273,3.4000,4.0000,4.3818,3.8727,55
408,Cranidos,cranidos,2.2182,2.5091,1.8182,2.4000,1.3636,3.5455,3.7636,2.7455,3.9273,55
409,Rampardos,rampardos,3.4909,3.0000,2.1273,2.9818,1.6545,1.6364,4.0909,2.3636,3.7455,55
410,Shieldon,shieldon,1.8727,2.0000,2.0545,2.7455,1.2545,3.8364,2.9636,2.5636,3.4545,55
411,Bastiodon,bastiodon,3.8909,2.3273,2.7273,3.4000,1.1636,1.7091,3.2364,1.9273,3.2727,55
412,Plant Burmy,burmy-plant,1.8727,2.1091,1.6909,2.1091,1.2000,2.8545,1.7636,2.1273,2.6545,55
412,Sandy Burmy,burmy-sandy,1.6364,1.8909,1.9636,2.1818,1.1455,2.9091,1.9091,2.0182,2.5455,55
412,Trash Burmy,burmy-trash,1.4909,1.9091,2.6182,2.3455,1.2364,2.8182,1.8000,2.1636,2.6727,55
413,Plant Wormadam,wormadam-plant,2.1636,2.1636,1.5455,2.3818,1.3636,2.5091,1.8545,2.4727,2.5455,55
413,Sandy Wormadam,wormadam-sandy,2.3636,1.9818,2.2727,2.6727,1.4364,2.3455,1.8182,2.1636,2.5273,55
413,Trash Wormadam,wormadam-trash,2.0556,1.8148,2.3889,2.7407,1.2963,1.9630,1.5000,1.9074,2.1852,54
414,Mothim,mothim-plant,2.4259,2.3148,1.4815,1.9444,1.4444,2.8519,2.5741,2.7222,3.0926,54
415,Combee,combee,1.9091,1.3455,1.7818,3.0727,1.2000,4.5455,2.3455,3.4364,3.8909,55
416,Vespiquen,vespiquen,3.4074,2.5556,2.0370,3.4444,3.4259,2.3519,3.7407,3.2778,3.5185,54
417,Pachirisu,pachirisu,1.8000,2.0909,1.4545,2.3273,1.4727,4.4182,2.8364,3.6909,3.7091,55
418,Buizel,buizel,2.1852,2.4815,1.6852,2.5370,2.2222,3.9630,3.7407,3.4074,3.7963,54
419,Floatzel,floatzel,2.9818,2.3455,1.8000,2.7636,2.8545,3.0545,3.6727,3.2545,3.5455,55
420,Cherubi,cherubi,1.4182,1.7818,1.2727,2.7636,1.4545,4.1818,2.0545,3.5636,3.1273,55
421,Cherrim,cherrim-sunshine,2.2727,1.8727,1.5818,3.0000,2.3818,4.2545,2.4545,3.8000,3.3273,55
422,East Sea Shellos,shellos-east,1.9455,2.2727,1.3455,2.2182,1.1636,4.1636,2.6364,3.1455,3.7636,55
422,West Sea Shellos,shellos-west,1.9091,2.0364,1.4364,2.3636,1.1091,4.0000,2.4909,2.9636,3.5818,55
423,East Sea Gastrodon,gastrodon-east,2.4000,2.4727,1.3455,2.4727,1.1455,3.5636,3.1273,2.8364,3.9273,55
423,West Sea Gastrodon,gastrodon-west,2.3455,2.6000,1.4909,2.5636,1.1636,3.4182,3.1091,2.9091,3.7818,55
424,Ambipom,ambipom,2.9074,1.4074,1.7222,3.3704,3.5741,2.3333,1.9444,1.5185,2.2407,54
425,Drifloon,drifloon,1.4909,1.5273,4.2545,3.8364,1.2182,4.1273,3.0545,3.2000,3.8727,55
426,Drifblim,drifblim,2.2545,1.6909,4.3818,3.8909,1.2000,3.2364,3.0364,2.9091,3.6545,55
427,Buneary,buneary,1.7778,2.0926,1.4259,1.9815,3.0185,4.5370,2.6667,3.9444,3.7407,54
428,Mega Lopunny,lopunny-mega,3.5273,1.9818,1.8364,3.5273,4.6000,3.7455,3.6182,3.9455,3.5091,55
428,standard Lopunny,lopunny,2.5455,2.2364,1.5818,2.8909,4.5818,3.9818,3.1636,4.1455,3.5455,55
429,Mismagius,mismagius,3.2182,1.8727,2.9455,4.7091,2.9273,3.2182,4.0182,3.7818,4.2545,55
430,Honchkrow,honchkrow,2.8182,2.3455,1.6909,3.0545,2.0182,2.3273,4.1455,3.2182,4.0182,55
431,Glameow,glameow,2.0370,2.3148,1.3889,1.5741,1.2037,3.4259,2.6667,3.4630,3.2222,54
432,Purugly,purugly,2.8182,2.0545,1.4182,1.9455,1.3455,2.1455,2.2182,1.8545,2.7818,55
433,Chingling,chingling,1.5455,1.4545,4.2182,3.8909,1.6364,4.0000,2.1636,3.0727,3.1455,55
434,Stunky,stunky,1.8364,2.4545,1.3455,1.6182,1.1273,2.7455,2.3091,1.8364,3.0182,55
435,Skuntank,skuntank,2.4909,2.8000,1.4727,1.8909,1.2000,1.7455,2.8000,1.7455,2.9636,55
436,Bronzor,bronzor,1.7222,2.0556,4.8148,3.6111,1.2963,3.3519,2.5185,2.5741,3.0556,54
437,Bronzong,bronzong,3.4909,2.5636,4.7273,3.5636,1.3273,1.9091,2.8545,2.5091,3.3273,55
438,Bonsly,bonsly,1.6909,1.5818,2.5636,3.1273,1.7273,3.8545,2.0545,2.6000,3.4000,55
439,Mime Jr.,mime-jr,1.8545,1.4364,2.5455,3.4909,4.2000,3.9818,1.9091,2.9091,3.2545,55
440,Happiny,happiny,1.8000,1.3273,2.0545,3.1455,3.0000,4.2182,2.0182,3.4364,3.0364,55
441,Chatot,chatot,2.4182,2.4182,1.7273,2.6545,1.1091,3.1273,2.6545,3.0727,3.0545,55
442,Spiritomb,spiritomb,2.9636,1.7091,3.8000,4.7455,1.2545,1.8909,4.1818,2.7273,3.7818,55
443,Gible,gible,2.2364,1.7636,1.7273,3.7273,1.7636,4.3091,3.7818,2.7636,4.2000,55
444,Gabite,gabite,3.3455,2.8000,1.8000,4.0727,2.2909,2.2727,3.9273,2.5818,3.5091,55
445,Mega Garchomp,garchomp-mega,4.4909,2.2182,2.6727,4.5455,3.1091,1.4364,3.7091,1.9636,3.0545,55
445,standard Garchomp,garchomp,4.0182,3.0182,2.1455,4.3818,2.9273,1.7818,4.4727,2.9273,4.1091,55
446,Munchlax,munchlax,1.8364,1.5636,1.4000,2.4000,3.0545,3.9636,2.8545,2.7818,3.5091,55
447,Riolu,riolu,2.2545,2.0364,1.9455,3.3273,3.9818,4.1273,3.8545,3.2545,3.7636,55
448,Mega Lucario,lucario-mega,4.5185,2.7963,2.3889,4.2963,4.5000,2.2778,4.5000,3.3519,3.9074,54
448,standard Lucario,lucario,3.3091,2.5091,2.2909,4.0545,4.3636,2.7636,4.3091,3.2909,3.9455,55
449,Hippopotas,hippopotas,1.9636,1.8000,1.6000,2.2545,1.1636,3.6182,2.3091,2.3273,3.1636,55
450,Hippowdon,hippowdon,3.1091,3.4545,1.7273,2.6909,1.1455,1.7091,3.4182,2.0182,3.4000,55
451,Skorupi,skorupi,2.5818,2.2000,1.6909,2.2000,1.1818,3.4000,3.5273,2.5818,3.7455,55
452,Drapion,drapion,4.1111,2.1296,2.1111,3.5556,1.5926,1.5556,3.7778,1.8889,3.5370,54
453,Croagunk,croagunk,2.5455,1.8545,1.6727,3.0000,3.6364,3.0182,3.9273,2.4000,3.9636,55
454,Toxicroak,toxicroak,3.5273,2.4182,1.8364,3.2909,3.7091,1.8909,3.9818,2.2182,3.6727,55
455,Carnivine,carnivine,2.9818,1.5818,1.4364,3.4545,2.1273,2.5091,3.1091,2.0000,3.4182,55
456,Finneon,finneon,1.6000,2.6545,1.3455,1.8727,1.1455,3.9455,2.1091,4.0182,3.1818,55
457,Lumineon,lumineon,2.2727,3.2909,1.1636,2.0364,1.1455,3.4000,2.4727,3.9273,3.1636,55
458,Mantyke,mantyke,1.4545,1.8545,1.5273,2.2182,1.2000,4.4545,2.7455,3.7273,3.7091,55
459,Snover,snover,2.2727,1.8727,1.7455,3.6000,2.8182,3.6909,2.8182,2.9273,3.2909,55
460,Mega Abomasnow,abomasnow-mega,4.4364,2.2727,1.9273,4.3455,2.5636,1.7091,4.0545,2.3091,3.5455,55
460,standard Abomasnow,abomasnow,3.0545,2.2364,1.5273,4.0545,3.4364,1.8727,3.5636,2.2364,3.6364,55
461,Weavile,weavile,3.0545,2.3455,2.0364,3.5455,3.7455,3.0000,4.2909,3.6000,4.0909,55
462,Magnezone,magnezone,3.3704,2.2037,4.8704,3.9444,1.1296,1.9259,3.9259,2.6296,3.7222,54
463,Lickilicky,lickilicky,1.9636,1.2727,2.1273,3.5455,3.4364,2.6364,1.8182,2.0000,2.8182,55
464,Rhyperior,rhyperior,4.0909,2.6182,3.5455,4.1273,3.0364,1.2909,3.2182,1.5455,2.7455,55
465,Tangrowth,tangrowth,2.5636,1.4182,1.7091,3.8909,2.7455,2.7455,2.8000,2.4000,3.5636,55
466,Electivire,electivire,3.8000,2.5818,2.6545,4.0000,3.8545,1.6364,4.0545,2.4909,3.7091,55
467,Magmortar,magmortar,3.7636,1.7091,3.1455,4.1636,3.8000,1.3091,3.2909,1.4364,2.6909,55
468,Togekiss,togekiss,2.2545,1.6364,2.0000,4.2545,1.4364,4.0182,2.9455,3.8182,3.5636,55
469,Yanmega,yanmega,3.6545,3.8364,1.6182,2.8545,1.1636,1.6727,4.2000,2.7091,3.8909,55
470,Leafeon,leafeon,2.6667,2.9259,1.3519,3.5926,1.1852,4.4259,3.8148,4.4630,4.2407,54
471,Glaceon,glaceon,2.3273,2.5455,1.8364,3.4727,1.3636,4.2000,3.9091,4.2909,4.1273,55
472,Gliscor,gliscor,3.5091,2.2182,2.0182,3.5091,1.9818,2.3273,4.2727,2.5455,3.9091,55
473,Mamoswine,mamoswine,2.3818,3.1818,1.3273,2.2364,1.0727,2.2909,3.7455,2.3818,3.7455,55
474,Porygon-Z,porygon-z,2.1273,1.4727,4.6545,4.2545,1.2727,3.3636,3.8545,3.0364,4.1091,55
475,Mega Gallade,gallade-mega,3.8182,2.1636,2.8545,4.4000,4.6545,2.6182,4.3455,3.8909,3.9091,55
475,standard Gallade,gallade,2.9444,2.1481,2.8889,4.0741,4.8148,2.3519,4.1111,3.2593,3.7037,54
476,Probopass,probopass,3.0545,1.7273,4.3455,3.9091,2.8909,1.5636,2.3091,1.4545,2.8182,55
477,Dusknoir,dusknoir,3.6182,2.2545,3.6000,4.4727,3.5273,1.6182,4.3455,2.6727,3.8000,55
478,Froslass,froslass,3.5818,2.2364,2.9636,4.5455,3.8364,3.2182,3.8545,3.9636,4.0727,55
479,Fan Rotom,rotom-fan,2.4545,1.5818,4.7455,4.1455,1.4909,3.6182,3.2000,3.1273,3.4545,55
479,Frost Rotom,rotom-frost,2.2727,1.5455,4.8364,3.8909,1.3091,3.1636,3.0182,2.7273,3.3636,55
479,Heat Rotom,rotom-heat,2.5273,1.7455,4.8364,3.8909,1.4000,3.1273,3.1455,2.8182,3.4182,55
479,Mow Rotom,rotom-mow,2.2909,1.4727,4.7273,4.1091,1.2182,2.9455,3.5091,2.6364,3.7273,55
479,Wash Rotom,rotom-wash,2.7455,1.5455,4.7091,4.0000,1.4182,3.0909,3.1091,2.8000,3.5091,55
479,standard Rotom,rotom,1.6545,1.2909,4.5091,4.1818,1.2727,3.9455,3.8000,3.3636,3.8545,55
480,Uxie,uxie,2.3273,2.1455,2.6909,4.5273,3.6727,3.6909,3.1273,3.2000,3.3818,55
481,Mesprit,mesprit,2.5636,1.8545,2.5091,4.5636,3.0545,3.7636,2.8727,3.4909,3.3636,55
482,Azelf,azelf,2.5455,1.9636,2.3091,4.5091,3.2909,3.8364,3.2727,3.6000,3.4182,55
483,Origin Dialga,dialga-origin,4.7455,2.8000,4.1818,4.6000,1.3636,1.3455,3.5091,2.1636,2.6909,55
483,standard Dialga,dialga,4.6727,3.1091,3.6909,4.6727,1.1818,1.6182,4.2182,2.8727,3.7636,55
484,Origin Palkia,palkia-origin,4.6909,3.0727,3.6364,4.5818,2.4727,1.3455,3.2364,2.4182,2.8364,55
484,standard Palkia,palkia,4.6909,2.9636,3.6727,4.7455,2.7273,1.4545,4.0909,2.7455,3.4182,55
485,Heatran,heatran,3.4727,2.2545,3.3455,4.2182,1.2545,1.6545,3.3091,1.9818,3.0364,55
486,Regigigas,regigigas,4.0185,2.5556,3.8704,4.5741,3.7963,1.6667,3.9815,2.6667,3.7222,54
487,Origin Giratina,giratina-origin,4.4364,2.9636,2.8364,4.7273,1.2545,1.6727,4.7273,3.3636,4.4364,55
487,Altered Giratina,giratina-altered,4.5818,2.8909,2.8545,4.7818,1.2545,1.7091,4.7273,2.8909,4.4727,55
488,Cresselia,cresselia,3.3333,2.0926,3.2963,4.7407,1.5556,3.4444,3.5000,4.2407,3.7037,54
489,Phione,phione,1.9273,1.6727,2.3818,3.8727,2.3636,3.9273,2.1455,3.4364,2.8364,55
490,Manaphy,manaphy,2.0909,1.7818,2.2909,4.1818,2.6727,4.1273,2.4364,3.6545,3.3091,55
491,Darkrai,darkrai,3.4364,2.4182,3.2727,4.6727,3.7091,1.6727,4.5818,3.2909,4.0909,55
492,Sky Shaymin,shaymin-sky,2.5818,1.8727,1.7091,4.1273,1.3818,4.0000,3.7636,3.8364,3.6545,55
492,Land Shaymin,shaymin-land,1.8000,2.4182,1.0909,3.7636,1.1636,4.8000,3.0182,4.5818,4.2545,55
493,Arceus,arceus-normal,4.2727,3.2909,3.1636,4.6545,1.5636,2.0364,4.2545,3.5273,3.9818,55
494,Victini,victini,2.2182,1.4727,2.0364,4.2727,3.1091,4.1636,3.3818,3.4909,3.5818,55
495,Snivy,snivy,2.0926,1.6296,1.7407,3.0556,2.7963,3.9259,3.3704,3.4630,3.6111,54
496,Servine,servine,3.0364,2.2727,1.4545,3.2364,2.5273,3.1818,3.4545,3.5091,3.3818,55
497,Serperior,serperior,3.5818,2.8364,1.4909,3.7636,1.3273,2.8727,4.2727,4.0909,4.2545,55
498,Tepig,tepig,1.6364,1.8364,1.4727,2.3636,1.1636,4.2545,3.0364,3.0182,3.6182,55
499,Pignite,pignite,2.7273,1.6000,1.9455,3.2545,3.6909,2.7818,3.0727,2.2182,2.9273,55
500,Emboar,emboar,3.9091,2.0000,1.9273,4.0364,4.1273,1.7091,3.6364,2.0364,3.2727,55
501,Oshawott,oshawott,2.0545,1.7818,1.4364,2.5636,2.6364,4.5818,3.2000,3.3273,4.0727,55
502,Dewott,dewott,3.0364,2.1818,1.6909,3.4182,3.3818,3.7091,4.0000,3.1818,3.9273,55
503,Hisuian Samurott,samurott-hisui,3.8000,2.7636,2.2000,3.8909,1.8182,2.2909,4.4182,3.4909,4.0727,55
503,standard Samurott,samurott,3.7037,2.8704,1.8333,3.7222,1.7037,2.3148,4.0926,3.1296,3.8333,54
504,Patrat,patrat,1.8000,1.9636,1.3818,1.6727,2.6182,2.7818,2.1455,2.1091,2.7455,55
505,Watchog,watchog,2.3091,1.9273,1.5636,2.0182,2.8182,1.8727,2.1818,1.9455,2.4545,55
506,Lillipup,lillipup,1.4909,2.2000,1.2182,1.4000,1.1273,4.2364,2.4182,3.3636,3.4727,55
507,Herdier,herdier,2.0909,3.4000,1.4364,1.4727,1.3636,3.4909,3.0545,3.0727,3.3273,55
508,Stoutland,stoutland,2.6364,3.4909,1.0909,1.5091,1.1455,3.2545,3.5091,3.1273,3.6545,55
509,Purrloin,purrloin,2.1636,2.2545,1.4182,1.8000,1.6909,4.0000,3.2182,3.6727,3.4182,55
510,Liepard,liepard,2.4545,3.0000,1.3273,2.0909,1.3273,3.2545,3.4364,3.8182,3.3636,55
511,Pansage,pansage,1.7636,1.7273,1.4909,2.7091,3.5455,3.4545,2.4364,2.6000,3.0182,55
512,Simisage,simisage,3.0182,1.8182,1.7091,2.9091,4.0545,2.3091,3.1455,2.5273,2.9818,55
513,Pansear,pansear,1.6364,1.6000,1.4727,2.6909,3.3273,3.5091,2.3636,2.6000,2.7455,55
514,Simisear,simisear,2.8545,1.4909,1.7636,2.8727,3.8909,2.0545,1.7455,1.7273,2.2364,55
515,Panpour,panpour,1.8727,1.6182,1.4727,2.8545,3.2727,3.6727,2.4182,2.8364,3.0182,55
516,Simipour,simipour,2.4000,1.5455,1.7091,3.2727,4.0364,2.8545,2.0000,2.4000,2.5818,55
517,Munna,munna,1.6545,1.6182,2.2909,3.9455,1.3455,3.9636,2.2727,3.4909,3.2545,55
518,Musharna,musharna,1.8727,1.6545,2.0364,4.2909,1.2727,3.8727,2.5091,3.5455,3.3091,55
519,Pidove,pidove,1.8000,2.8909,1.2182,1.2909,1.2364,3.9091,2.1091,3.0909,3.2364,55
520,Tranquill,tranquill,1.9273,3.6000,1.2000,1.2545,1.2000,2.7091,2.3636,2.8182,2.4727,55
521,Female Unfezant,unfezant,2.2593,3.8333,1.2778,1.2222,1.2593,2.1111,2.3519,2.4444,2.5556,54
521,Male Unfezant,unfezant,3.2364,3.7636,1.3273,1.8364,1.2909,2.2727,2.9455,3.0727,3.0364,55
522,Blitzle,blitzle,1.8727,2.1091,1.5636,2.5636,1.1273,4.1273,3.5636,3.5273,3.7818,55
523,Zebstrika,zebstrika,3.0182,3.4364,1.6545,2.6364,1.1636,2.5091,4.0909,3.3818,3.8000,55
524,Roggenrola,roggenrola,1.6852,2.4074,3.5556,3.3148,1.4444,3.4259,2.7222,2.6111,3.4630,54
525,Boldore,boldore,2.9455,3.1818,3.1091,3.6000,1.2909,2.1455,3.5636,2.7091,3.5636,55
526,Gigalith,gigalith,3.8727,2.8909,3.7455,4.0364,1.2364,1.5273,4.3091,2.6000,3.9455,55
527,Woobat,woobat,1.6727,1.3273,1.6727,3.1273,1.2000,3.9455,2.5091,2.7636,3.5636,55
528,Swoobat,swoobat,2.7091,1.5273,1.4727,2.9818,1.3091,3.4000,2.5091,2.6182,3.2727,55
529,Drilbur,drilbur,2.0182,1.7818,1.6545,2.0727,2.1636,3.6182,3.0364,2.5818,3.4364,55
530,Excadrill,excadrill,3.3273,2.2364,2.5091,3.3636,2.2364,2.3091,4.1273,2.8000,3.8364,55
531,Mega Audino,audino-mega,3.4182,1.7455,2.1818,4.3091,3.6545,4.0364,2.6182,3.9636,3.5091,55
531,standard Audino,audino,2.0000,1.7091,1.9818,3.6182,3.7636,4.0182,2.2000,3.6909,3.3818,55
532,Timburr,timburr,2.5091,1.5636,2.5818,3.0545,4.3818,2.9455,3.0364,2.0727,2.8545,55
533,Gurdurr,gurdurr,2.8182,1.9091,2.3818,3.0000,4.7091,1.4182,2.5636,1.5818,2.3636,55
534,Conkeldurr,conkeldurr,3.4182,2.0545,2.5091,2.9273,4.6909,1.2727,2.5455,1.4364,2.4545,55
535,Tympole,tympole,1.6000,1.7455,1.8182,2.4000,1.5091,3.5818,2.0000,2.6000,3.0364,55
536,Palpitoad,palpitoad,2.2364,1.6000,1.7818,3.0000,1.8909,2.4182,2.4364,2.0545,2.9091,55
537,Seismitoad,seismitoad,3.3091,1.9636,1.5273,3.0727,3.2182,1.5818,3.0909,1.6727,3.2000,55
538,Throh,throh,2.9818,1.9455,2.8727,2.9818,4.9455,1.3455,2.7636,1.7273,2.6000,55
539,Sawk,sawk,2.7455,2.2909,2.5455,2.6727,4.8182,1.6182,3.1636,2.1273,2.8182,55
540,Sewaddle,sewaddle,1.9636,1.9455,1.3818,2.4182,1.2545,4.1818,2.5091,3.0727,3.7636,55
541,Swadloon,swadloon,1.7636,1.7273,1.5091,2.7091,1.6182,4.0000,2.8364,3.2364,3.7455,55
542,Leavanny,leavanny,3.3636,2.3455,1.5273,3.2182,4.1273,3.9091,3.4182,3.9455,3.7636,55
543,Venipede,venipede,2.8000,2.8182,1.3636,2.2182,1.2909,3.1091,3.6727,2.8364,3.8182,55
544,Whirlipede,whirlipede,3.1091,2.5455,1.7818,2.9636,1.1091,2.0909,3.8545,2.6000,3.7091,55
545,Scolipede,scolipede,3.6364,2.8909,1.5273,3.2545,1.2000,2.1455,4.2000,3.0364,4.0182,55
