"","DexNum","PokemonName","PokeApiName","Complexity","Realism","Artificiality","Fantasy","Humanoid","Cuteness","Coolness","Beauty","Popularity","RatingCount","Generation","Region","Order","PopularitySD","MeanDesignSD","Type1","Type2"
"615",494,"Victini","victini",2.2281,1.4912,2.0702,4.2456,3.0877,4.193,3.3684,3.5088,3.5789,57,"5","Unova",5,1.13859513962021,0.996124504772138,"psychic","fire"
"616",495,"Snivy","snivy",2.1017,1.6102,1.7797,3.0339,2.8136,3.8644,3.3051,3.4407,3.5763,59,"5","Unova",5,1.19704702257692,0.987406950340209,"grass","No 2nd Type"
"617",496,"Servine","servine",3.0526,2.2632,1.4737,3.2456,2.5263,3.1754,3.4561,3.5088,3.4035,57,"5","Unova",5,1.30934092330142,1.00861212355498,"grass","No 2nd Type"
"618",497,"Serperior","serperior",3.5517,2.8448,1.5,3.7586,1.3276,2.8621,4.2414,4.1034,4.2586,58,"5","Unova",5,1.15311190394524,0.951098755126044,"grass","No 2nd Type"
"619",498,"Tepig","tepig",1.614,1.8246,1.4737,2.386,1.1754,4.2632,3.0175,3,3.614,57,"5","Unova",5,1.1200624350535,0.849788832912911,"fire","No 2nd Type"
"620",499,"Pignite","pignite",2.7586,1.569,1.9138,3.2241,3.7069,2.7241,3.0517,2.2414,2.9138,58,"5","Unova",5,1.16388888494743,0.963645232183073,"fire","fighting"
"621",500,"Emboar","emboar",3.8966,2,1.931,4.0517,4.1207,1.6897,3.6552,2.0172,3.2931,58,"5","Unova",5,1.37726140920976,0.834116624051461,"fire","fighting"
"622",501,"Oshawott","oshawott",2.069,1.7586,1.4828,2.5517,2.6379,4.5345,3.1724,3.3103,4.0517,58,"5","Unova",5,1.02423080967442,0.933534684961684,"water","No 2nd Type"
"623",502,"Dewott","dewott",2.9828,2.1552,1.6724,3.3966,3.3966,3.7414,4.0172,3.2069,3.9483,58,"5","Unova",5,1.08948601917101,0.856989914909312,"water","No 2nd Type"
"624",503,"Hisuian Samurott","samurott-hisui",3.7895,2.7895,2.193,3.8772,1.8246,2.2632,4.4386,3.4912,4.0702,57,"8","Hisui",9,1.29135201540898,1.23846683047016,"water","dark"
"625",503,"standard Samurott","samurott",3.7069,2.8793,1.8966,3.7241,1.6897,2.2759,4.1207,3.1207,3.7931,58,"5","Unova",5,0.942458646118376,0.930822855547393,"water","No 2nd Type"
"626",504,"Patrat","patrat",1.807,1.9298,1.386,1.6667,2.614,2.7895,2.1404,2.1053,2.7719,57,"5","Unova",5,1.15496705899177,0.968430769258113,"normal","No 2nd Type"
"627",505,"Watchog","watchog",2.3509,1.9123,1.5965,2.0351,2.8421,1.8596,2.1579,1.9298,2.4561,57,"5","Unova",5,1.04411761518361,0.955140932298185,"normal","No 2nd Type"
"628",506,"Lillipup","lillipup",1.5088,2.1754,1.2456,1.386,1.1228,4.2632,2.4386,3.3509,3.4912,57,"5","Unova",5,0.993360538027513,0.853082263523656,"normal","No 2nd Type"
"629",507,"Herdier","herdier",2.1228,3.386,1.4211,1.4737,1.3509,3.4737,3.0526,3.0877,3.3333,57,"5","Unova",5,1.17478379247601,1.01744773109151,"normal","No 2nd Type"
"630",508,"Stoutland","stoutland",2.6379,3.5172,1.1034,1.5,1.1379,3.2586,3.5,3.1207,3.6379,58,"5","Unova",5,0.941354047911634,0.815666930152738,"normal","No 2nd Type"
"631",509,"Purrloin","purrloin",2.1724,2.2586,1.3966,1.7759,1.6724,4.0517,3.2586,3.6897,3.4483,58,"5","Unova",5,1.11790103982395,1.22761530839002,"dark","No 2nd Type"
"632",510,"Liepard","liepard",2.4655,3,1.3276,2.069,1.3103,3.2414,3.4655,3.8448,3.3966,58,"5","Unova",5,1.17355421208563,1.00470188408085,"dark","No 2nd Type"
"633",511,"Pansage","pansage",1.7586,1.7069,1.5345,2.6897,3.4828,3.4828,2.431,2.6379,3.0172,58,"5","Unova",5,1.22462350738481,0.943717532493609,"grass","No 2nd Type"
"634",512,"Simisage","simisage",3.0508,1.7966,1.7288,2.9492,4.1017,2.2373,3.0678,2.4915,2.8983,59,"5","Unova",5,1.27152537854312,0.999640566273616,"grass","No 2nd Type"
"635",513,"Pansear","pansear",1.6207,1.569,1.4828,2.6897,3.3103,3.5345,2.3621,2.6207,2.7586,58,"5","Unova",5,1.07174277709793,0.858243340090689,"fire","No 2nd Type"
"636",514,"Simisear","simisear",2.8621,1.4828,1.8448,2.8966,3.8621,2.069,1.7586,1.7759,2.2414,58,"5","Unova",5,1.27725925361739,0.981993661151452,"fire","No 2nd Type"
"637",515,"Panpour","panpour",1.9138,1.6034,1.5862,2.8793,3.2931,3.6724,2.4138,2.8448,3.0172,58,"5","Unova",5,1.19613428075534,0.912164913339116,"water","No 2nd Type"
"638",516,"Simipour","simipour",2.431,1.5862,1.7759,3.2931,4.0345,2.8276,2.0172,2.3966,2.569,58,"5","Unova",5,1.20504784517287,0.93997239414607,"water","No 2nd Type"
"639",517,"Munna","munna",1.6316,1.5965,2.2807,3.9649,1.3333,3.9649,2.2281,3.4737,3.2807,57,"5","Unova",5,1.20121001885079,1.18782556898595,"psychic","No 2nd Type"
"640",518,"Musharna","musharna",1.8966,1.6552,2.069,4.2759,1.2759,3.8793,2.5,3.5862,3.3793,58,"5","Unova",5,1.0958792125566,0.947725392475881,"psychic","No 2nd Type"
"641",519,"Pidove","pidove",1.7895,2.8947,1.2456,1.2807,1.2281,3.9123,2.1404,3.0877,3.2281,57,"5","Unova",5,0.917998277329904,0.889422693825385,"normal","flying"
"642",520,"Tranquill","tranquill",1.9138,3.5862,1.2069,1.2586,1.1897,2.6724,2.3621,2.7931,2.4828,58,"5","Unova",5,0.932948224721978,0.86622951217052,"normal","flying"
"643",521,"Female Unfezant","unfezant",2.1897,3.8966,1.2586,1.2069,1.2414,2.1034,2.2931,2.4655,2.5345,58,"5","Unova",5,1.00370893640192,0.888950376385885,"normal","flying"
"644",521,"Male Unfezant","unfezant",3.2586,3.7931,1.3793,1.8448,1.3103,2.2586,2.9483,3.069,3.0172,58,"5","Unova",5,1.09057686902541,0.991873452598767,"normal","flying"
"645",522,"Blitzle","blitzle",1.8793,2.069,1.6207,2.5517,1.1207,4.1207,3.5862,3.5172,3.7586,58,"5","Unova",5,1.00533653359402,0.849288860206708,"electric","No 2nd Type"
"646",523,"Zebstrika","zebstrika",3.0345,3.431,1.6724,2.6552,1.1552,2.4655,4.1034,3.3793,3.7414,58,"5","Unova",5,1.0840153041116,1.19768923682957,"electric","No 2nd Type"
"647",524,"Roggenrola","roggenrola",1.6897,2.3966,3.569,3.2931,1.4828,3.4483,2.7586,2.6207,3.5,58,"5","Unova",5,1.02132435997379,1.05498436983128,"rock","No 2nd Type"
"648",525,"Boldore","boldore",2.9655,3.1724,3.1552,3.5345,1.2759,2.0862,3.5172,2.6552,3.5172,58,"5","Unova",5,1.02117882034213,0.989477974841732,"rock","No 2nd Type"
"649",526,"Gigalith","gigalith",3.8596,2.9298,3.7193,4.0351,1.2281,1.5088,4.3158,2.614,3.9649,57,"5","Unova",5,0.935928327603448,0.957641617935374,"rock","No 2nd Type"
"650",527,"Woobat","woobat",1.6724,1.3103,1.7069,3.1034,1.1897,3.9138,2.4828,2.7414,3.5345,58,"5","Unova",5,1.13282553730863,0.932560563296864,"psychic","flying"
"651",528,"Swoobat","swoobat",2.7069,1.569,1.4828,2.9655,1.2931,3.3793,2.5,2.5862,3.2586,58,"5","Unova",5,1.28062948997999,0.863885235467442,"psychic","flying"
"652",529,"Drilbur","drilbur",2,1.7586,1.7241,2.0862,2.1379,3.5862,3.0172,2.6207,3.4138,58,"5","Unova",5,1.06729569245118,0.928059123679948,"ground","No 2nd Type"
"653",530,"Excadrill","excadrill",3.3448,2.2414,2.5,3.3621,2.2414,2.2759,4.1207,2.8103,3.8103,58,"5","Unova",5,1.10237016297557,1.10956197903589,"ground","steel"
"654",531,"Mega Audino","audino-mega",3.4068,1.7458,2.2542,4.3051,3.661,4.0339,2.5763,4,3.5254,59,"6","Unova",5,1.25354997200682,1.02044308897467,"normal","fairy"
"655",531,"standard Audino","audino",2,1.6724,1.9483,3.569,3.7586,4.0345,2.2069,3.7069,3.3793,58,"5","Unova",5,1.14210311459856,0.961788777658751,"normal","No 2nd Type"
"656",532,"Timburr","timburr",2.5439,1.5614,2.5789,3.0702,4.386,2.9298,3.0175,2.0702,2.8421,57,"5","Unova",5,1.10484536798834,0.935904303578162,"fighting","No 2nd Type"
"657",533,"Gurdurr","gurdurr",2.8103,1.8621,2.3621,2.9828,4.7069,1.4138,2.5172,1.569,2.3276,58,"5","Unova",5,1.18012172128604,0.943424123110185,"fighting","No 2nd Type"
"658",534,"Conkeldurr","conkeldurr",3.4211,2.0526,2.4912,2.9474,4.7018,1.2807,2.5789,1.4386,2.4561,57,"5","Unova",5,1.32546152754555,0.879546034795293,"fighting","No 2nd Type"
"659",535,"Tympole","tympole",1.5965,1.7368,1.807,2.4211,1.5088,3.5789,2,2.5965,3.0351,57,"5","Unova",5,1.21344676952916,0.98484710076543,"water","No 2nd Type"
"660",536,"Palpitoad","palpitoad",2.2241,1.5862,1.8103,2.9483,1.8793,2.431,2.4138,2.0517,2.8793,58,"5","Unova",5,1.14587094126298,1.01638519166743,"water","ground"
"661",537,"Seismitoad","seismitoad",3.3103,2,1.5862,3.0517,3.1724,1.569,3.1034,1.6552,3.1897,58,"5","Unova",5,1.07409780187397,1.12752375008861,"water","ground"
"662",538,"Throh","throh",3,1.9655,2.8621,2.9483,4.9483,1.3276,2.7586,1.7241,2.569,58,"5","Unova",5,1.08456361740114,0.880726932318078,"fighting","No 2nd Type"
"663",539,"Sawk","sawk",2.7586,2.3103,2.569,2.6034,4.8276,1.6379,3.1379,2.1034,2.8103,58,"5","Unova",5,1.31905003109898,1.05358883237041,"fighting","No 2nd Type"
"664",540,"Sewaddle","sewaddle",2,1.9483,1.3793,2.4138,1.2759,4.1552,2.5172,3.069,3.7241,58,"5","Unova",5,1.06338923759374,0.903719060416508,"bug","grass"
"665",541,"Swadloon","swadloon",1.7414,1.7069,1.4828,2.7241,1.6379,4.0345,2.8793,3.2759,3.7414,58,"5","Unova",5,0.957013040439856,0.853594141962071,"bug","grass"
"666",542,"Leavanny","leavanny",3.386,2.3158,1.5614,3.2105,4.1404,3.9298,3.4386,3.9649,3.7895,57,"5","Unova",5,1.00414652780731,0.905420517174579,"bug","grass"
"667",543,"Venipede","venipede",2.7931,2.8103,1.3621,2.2241,1.2759,3.1034,3.6552,2.8276,3.8448,58,"5","Unova",5,0.979122128586254,1.04141973803323,"bug","poison"
"668",544,"Whirlipede","whirlipede",3.1207,2.5517,1.7931,2.9655,1.1034,2.1207,3.8793,2.6207,3.7241,58,"5","Unova",5,1.46673377499337,1.07581484907525,"bug","poison"
"669",545,"Scolipede","scolipede",3.6379,2.8966,1.5345,3.2759,1.2069,2.1034,4.2414,3.069,4.0517,58,"5","Unova",5,1.08948601917101,0.945561346037147,"bug","poison"
"670",546,"Cottonee","cottonee",1.5088,1.6842,1.5789,3.2982,1.1404,4.2632,2.2982,3.5789,3.4561,57,"5","Unova",5,0.992430570086382,0.815316931835293,"grass","fairy"
"671",547,"Whimsicott","whimsicott",1.9828,1.569,1.8621,3.7931,2.9828,4.431,2.9828,3.8966,3.7931,58,"5","Unova",5,1.02987479469435,0.928059105837607,"grass","fairy"
"672",548,"Petilil","petilil",1.5345,1.7931,1.4138,3,2,4.431,2.2586,4.069,3.8276,58,"5","Unova",5,1.0527129325844,0.904545544974627,"grass","No 2nd Type"
"673",549,"Hisuian Lilligant","lilligant-hisui",3.386,2.2456,1.7895,4.0877,4.7018,3.7368,3.193,4.0702,3.5263,57,"8","Hisui",9,1.15629874058134,0.922287949404967,"grass","fighting"
"674",549,"standard Lilligant","lilligant",3.2632,2.0351,1.5965,3.7544,4.2632,4.2281,2.8772,4.5439,3.8947,57,"5","Unova",5,1.0205641805087,0.81730680645914,"grass","No 2nd Type"
"675",550,"Blue-Stripe Basculin","basculin-blue-striped",2.0517,3.2069,1.2931,1.3103,1.069,1.3621,2.7586,1.9483,2.6897,58,"5","Unova",5,1.18062540108759,1.0197697745074,"water","No 2nd Type"
"676",550,"Red-Stripe Basculin","basculin-red-striped",2.1525,2.7458,1.5085,1.7119,1.1525,1.7966,2.6441,1.8136,2.661,59,"5","Unova",5,1.03514789726118,0.86573763249841,"water","No 2nd Type"
"677",550,"White-Stripe Basculin","basculin-white-striped",2.2414,2.9483,1.2241,1.569,1.0862,2.1379,3.1034,2.2586,3.1034,58,"8","Hisui",9,1.07782755917847,0.842157151603563,"water","No 2nd Type"
"678",551,"Sandile","sandile",1.9483,2.569,1.3103,1.8793,1.1724,4.1552,3.8103,3.0862,4,58,"5","Unova",5,0.909717652294684,0.833172940141619,"ground","dark"
"679",552,"Krokorok","krokorok",2.6207,2.1724,1.5517,2.3966,3.1034,2.5,3.8966,2.8621,3.5862,58,"5","Unova",5,0.947491838898902,0.876583815391314,"ground","dark"
"680",553,"Krookodile","krookodile",2.9483,2.1552,1.6207,2.7586,3.1724,2.0345,4.569,2.9483,4.1034,58,"5","Unova",5,0.884534850922804,0.853881816210229,"ground","dark"
"681",554,"Galarian Darumaka","darumaka-galar",1.9649,1.4211,2.2807,3.6842,2.8772,3.9474,2.9825,2.7544,3.5088,57,"8","Galar",8,1.01086738883424,0.910411663433659,"ice","No 2nd Type"
"682",554,"standard Darumaka","darumaka",1.6552,1.3276,2.2414,3.6034,2.5345,4,2.8448,2.6207,3.4828,58,"5","Unova",5,1.45083927492493,1.1223921549723,"fire","No 2nd Type"
"683",555,"Galarian Darmanitan Zen Mode","darmanitan-galar-zen",2.8793,1.3103,3.4655,4.3621,2.6724,2.5172,3.4483,2.3621,3.2931,58,"8","Galar",8,1.17456698829318,1.03854989540236,"ice","fire"
"684",555,"Galarian Darmanitan Standard Mode","darmanitan-galar-standard",2.6316,1.5614,2,3.9298,3.1053,2.7368,3.0702,2.3684,3.2281,57,"8","Galar",8,1.27068904998118,0.959602684196853,"ice","No 2nd Type"
"685",555,"standard Darmanitan Zen Mode","darmanitan-zen",2.6379,1.9483,3.6379,3.9138,2.7241,2.2241,2.7414,2.1034,2.9138,58,"5","Unova",5,1.11856562643508,0.989864233732258,"fire","psychic"
"686",555,"standard Darmanitan Standard Mode","darmanitan-standard",2.6379,1.6897,1.8103,3.5345,2.6379,2.0345,3.6552,2.069,3.5172,58,"5","Unova",5,1.10237016297557,0.924900333807457,"fire","No 2nd Type"
"687",556,"Maractus","maractus",2.6552,1.8966,1.4655,2.9655,3.4138,3.931,2.931,3.4828,3.6034,58,"5","Unova",5,1.08181927186559,0.917266657843751,"grass","No 2nd Type"
"688",557,"Dwebble","dwebble",1.9138,2.5,1.5862,1.9138,1.1552,4.4483,3,3.0862,4.0345,58,"5","Unova",5,0.951405493884234,1.17492616037142,"bug","rock"
"689",558,"Crustle","crustle",2.8276,2.7931,1.9138,2.6207,1.1552,2.8103,3.4828,2.431,3.8276,58,"5","Unova",5,1.11630441767163,0.91737135079202,"bug","rock"
"690",559,"Scraggy","scraggy",2.0862,1.3621,1.931,2.7759,3.8793,3.7069,3.3103,2.5,3.4655,58,"5","Unova",5,1.05398287693641,0.83063835377433,"dark","fighting"
"691",560,"Scrafty","scrafty",2.9828,1.6724,2,3.0172,4.2069,2.4828,3.7759,2.3103,3.7931,58,"5","Unova",5,1.06283000051189,0.910835075986683,"dark","fighting"
"692",561,"Sigilyph","sigilyph",4.2807,2.2807,4.1404,4.5965,1.2105,1.9825,3.4912,3.0702,3.7193,57,"5","Unova",5,1.07204323631243,0.915544640680101,"psychic","flying"
"693",562,"Galarian Yamask","yamask-galar",2.1552,1.6897,3.7414,4.4483,1.9828,3.7241,3.5172,2.9483,3.7759,58,"8","Galar",8,1.01782566504451,0.994930380017205,"ground","ghost"
"694",562,"standard Yamask","yamask",1.9828,1.6034,3.6897,4.2241,2.5172,3.8793,3.431,3.1207,3.931,58,"5","Unova",5,0.907099754342476,0.91691235453831,"ghost","No 2nd Type"
"695",563,"Cofagrigus","cofagrigus",3.3621,2.1897,4.2931,4.5517,2.2931,1.7759,4.0172,2.7759,3.8621,58,"5","Unova",5,1.04135647383045,0.907134827603186,"ghost","No 2nd Type"
"696",564,"Tirtouga","tirtouga",2.4138,3.0172,1.5517,2.069,1.2586,3.1379,3.3276,2.9655,3.4483,58,"5","Unova",5,1.04705010004752,1.13911035325803,"water","rock"
"697",565,"Carracosta","carracosta",3.5965,3.193,1.8246,2.6316,2.4561,2,3.8421,2.6491,3.5965,57,"5","Unova",5,0.988701951130201,0.917944026984381,"water","rock"
"698",566,"Archen","archen",2.6724,2.2414,1.5,2.5862,1.2586,4.1552,3.6379,2.9828,4.1034,58,"5","Unova",5,0.781017355372836,0.947901369287635,"rock","flying"
"699",567,"Archeops","archeops",3.7193,2.9298,1.5263,2.9825,1.2105,2.6316,3.9825,3.0351,4.0175,57,"5","Unova",5,0.982142807177432,0.97106021351358,"rock","flying"
"700",568,"Trubbish","trubbish",1.9828,1.7069,4.2241,3.1897,1.6379,3.2414,2.4483,1.8793,3.5,58,"5","Unova",5,1.30317913659979,1.10566747045306,"poison","No 2nd Type"
"701",569,"Gigantamax Garbodor","garbodor-gmax",4.5862,1.5862,4.5172,4.3276,1.8448,1.8793,3,1.4483,3.5172,58,"8","Unova",5,1.1925252735028,1.01976093362676,"poison","No 2nd Type"
"702",569,"standard Garbodor","garbodor",3.2931,1.5517,4.5,3.8621,2.2931,2.1724,2.6379,1.4828,3.2586,58,"5","Unova",5,1.25341388749489,1.00092155670862,"poison","No 2nd Type"
"703",570,"Hisuian Zorua","zorua-hisui",2.5345,2.2069,1.8276,3.9483,1.1897,4.7241,4.1034,4.3621,4.4138,58,"8","Hisui",9,1.03045191706786,1.3001930767851,"normal","ghost"
"704",570,"standard Zorua","zorua",2.3509,1.9825,1.3333,3.2807,1.1579,4.5965,4.2807,4.0702,4.3333,57,"5","Unova",5,0.8651809126974,0.783487067469304,"dark","No 2nd Type"
"705",571,"Hisuian Zoroark","zoroark-hisui",4.386,2.7544,1.9825,4.7018,3.8421,2.4561,4.5614,3.9123,4.4035,57,"8","Hisui",9,0.933953098540783,0.877461394792143,"normal","ghost"
"706",571,"standard Zoroark","zoroark",3.3509,2.5439,1.6842,4.1579,3.9123,2.8772,4.5263,3.7193,4.1404,57,"5","Unova",5,0.867312778547949,0.861057707604664,"dark","No 2nd Type"
"707",572,"Minccino","minccino",1.5,2.1724,1.3276,1.7241,2.1724,4.6552,2.7586,3.9138,3.8276,58,"5","Unova",5,1.0527129325844,0.931797377857027,"normal","No 2nd Type"
"708",573,"Cinccino","cinccino",2.2241,1.9483,1.6379,2.1724,2.6379,4.431,2.7241,4.2241,3.6207,58,"5","Unova",5,0.997022916882825,0.917140991532655,"normal","No 2nd Type"
"709",574,"Gothita","gothita",2.0877,1.4737,2.5965,3.3509,4.4035,3.2982,1.7193,2.2982,2.4386,57,"5","Unova",5,1.10846098238114,0.981161468112881,"psychic","No 2nd Type"
"710",575,"Gothorita","gothorita",3.0172,1.8966,2.4655,3.5862,4.8448,3.1379,2.5517,3.1379,2.9483,58,"5","Unova",5,1.13597009724339,0.958756041326211,"psychic","No 2nd Type"
"711",576,"Gothitelle","gothitelle",3.431,2,2.8103,3.7241,4.7069,2.3793,2.6724,3.069,2.7931,58,"5","Unova",5,1.33205695942888,1.33135361730316,"psychic","No 2nd Type"
"712",577,"Solosis","solosis",1.3966,1.6552,2.0517,3.6724,1.2414,4.1552,2.5,2.9828,3.7759,58,"5","Unova",5,1.00074288696079,0.889305460448409,"psychic","No 2nd Type"
"713",578,"Duosion","duosion",1.8644,1.6441,2.4068,4.0508,1.8644,4.2373,3.0169,3.1695,3.6949,59,"5","Unova",5,1.07757161527134,0.989106998773988,"psychic","No 2nd Type"
"714",579,"Reuniclus","reuniclus",2.9138,1.7069,2.2759,4.0517,2.8276,4.3103,3.8621,3.3448,4.2586,58,"5","Unova",5,0.992390788355735,0.992998993319665,"psychic","No 2nd Type"
"715",580,"Ducklett","ducklett",1.5263,2.1228,1.2456,1.5789,1.4386,3.7368,2.2807,3.1053,3.1579,57,"5","Unova",5,1.07261728895669,0.913754259377838,"water","flying"
"716",581,"Swanna","swanna",2.3276,3.2414,1.2586,1.9655,1.7241,2.8276,2.5517,3.6724,2.9828,58,"5","Unova",5,1.07465117532741,0.99252481288376,"water","flying"
"717",582,"Vanillite","vanillite",1.7193,1.3509,4.2632,3.7719,1.5789,4.2982,2.5439,3.3158,3.5439,57,"5","Unova",5,1.25754111841806,1.01561438507502,"ice","No 2nd Type"
"718",583,"Vanillish","vanillish",2.5614,1.4561,4.0877,3.7895,1.2982,3.3158,2.7368,2.7368,3.2456,57,"5","Unova",5,1.1282761537413,1.02304964892289,"ice","No 2nd Type"
"719",584,"Vanilluxe","vanilluxe",3.1356,1.4576,4.0339,4.2034,1.2881,3.3898,2.8475,2.8814,3.2542,59,"5","Unova",5,1.21892573534679,1.37438891845419,"ice","No 2nd Type"
"720",587,"Emolga","emolga",1.9322,1.8983,1.5085,2.3898,1.6102,4.5085,3.2203,3.7458,3.8136,59,"5","Unova",5,0.98246622008064,0.832231727016207,"electric","flying"
"721",588,"Karrablast","karrablast",1.6207,1.5,1.7586,2.5862,1.9828,3.2069,2.6724,2.3793,3.0172,58,"5","Unova",5,0.991191886331366,0.997339752777467,"bug","No 2nd Type"
"722",589,"Escavalier","escavalier",3.8793,2.2069,3.431,3.9655,2.2586,1.7241,3.8966,2.6724,3.431,58,"5","Unova",5,1.08456361740114,0.911128844867709,"bug","steel"
"723",590,"Foongus","foongus",1.3793,1.8103,1.7586,2.8621,1.431,3.8621,2.3448,2.931,3.3793,58,"5","Unova",5,1.063948180727,0.931632526603253,"grass","poison"
"724",591,"Amoonguss","amoonguss",2.2241,1.7586,1.9138,3.2759,1.8103,1.5862,2.3966,1.8448,2.8621,58,"5","Unova",5,1.04135647383045,0.967256013476351,"grass","poison"
"725",592,"Female Frillish","frillish",2.614,1.9649,1.7544,3.2456,2.807,3.4211,2.3158,3.4035,2.8772,57,"5","Unova",5,1.18261751202475,1.12091637412119,"water","ghost"
"726",592,"Male Frillish","frillish",2.2807,1.8947,2.0702,3.5614,2.8246,3.3509,2.9298,3.6316,3.5263,57,"5","Unova",5,1.06136726050906,0.930895930979964,"water","ghost"
"727",593,"Female Jellicent","jellicent",2.7193,1.7193,1.9123,3.4561,2.1053,2.6316,2.1579,2.5263,2.7719,57,"5","Unova",5,1.24276917532806,1.07283564000054,"water","ghost"
"728",593,"Male Jellicent","jellicent",2.4138,1.5862,1.8621,3.4828,2.1552,2.6897,2.7414,2.931,3.3448,58,"5","Unova",5,0.956857719000801,0.958011078743716,"water","ghost"
"729",594,"Alomomola","alomomola",1.569,2.5,1.3966,2.0345,1.3103,2.8793,1.8966,3.2241,2.6724,58,"5","Unova",5,0.989390809338177,0.924054234063626,"water","No 2nd Type"
"730",595,"Joltik","joltik",1.7627,2,1.3559,2.5424,1.1525,4.5085,3.6441,3.4746,4.1695,59,"5","Unova",5,1.0276275519474,0.819714682480126,"bug","electric"
"731",596,"Galvantula","galvantula",3.4655,3.0862,1.3793,2.8103,1.1379,3.2414,3.9655,3.1034,4.0862,58,"5","Unova",5,0.969971253726566,0.944085709596706,"bug","electric"
"732",597,"Ferroseed","ferroseed",2.0526,2.2807,3.1754,3.0702,1.1404,2.3684,2.9298,2.3333,3.193,57,"5","Unova",5,1.05991631347321,1.04508743051336,"grass","steel"
"733",598,"Ferrothorn","ferrothorn",3.569,2.3621,3.569,3.9483,1.069,1.3966,3.6034,2.1552,3.4655,58,"5","Unova",5,1.19215130434914,0.89817943735117,"grass","steel"
"734",599,"Klink","klink",1.5,1.9483,4.8448,2.9655,1.3103,3.0345,2.2069,2.5,2.8966,58,"5","Unova",5,1.02871957863285,1.02451625771072,"steel","No 2nd Type"
"735",600,"Klang","klang",2.8966,2.2931,4.8966,3.1552,1.1552,2.0862,2.431,2.2069,2.8793,58,"5","Unova",5,1.21878382297041,0.999375416405256,"steel","No 2nd Type"
"736",601,"Klinklang","klinklang",3.5517,2.8793,4.7931,3.431,1.2586,2.0345,2.8621,2.4138,3.0517,58,"5","Unova",5,1.10519796624395,0.984692467806516,"steel","No 2nd Type"
"737",602,"Tynamo","tynamo",1.5789,2.386,1.5965,2.3509,1.1228,4.0702,2.4912,3.0351,3.4912,57,"5","Unova",5,0.860901343605986,0.897293551457537,"electric","No 2nd Type"
"738",603,"Eelektrik","eelektrik",2.1053,2.1754,1.5439,2.5614,1.1228,2.1053,2.7193,1.9123,3.2281,57,"5","Unova",5,1.10846098238114,0.970492629734646,"electric","No 2nd Type"
"739",604,"Eelektross","eelektross",3.6034,2.3793,1.8621,3.5,1.7759,1.8276,3.9828,2.1552,3.9483,58,"5","Unova",5,1.04092819642232,1.00835552073101,"electric","No 2nd Type"
"740",605,"Elgyem","elgyem",2.5254,1.7627,3.9492,4.1525,3.8475,3.678,3.0847,2.6949,3.4237,59,"5","Unova",5,1.15004714940253,1.11550492519435,"psychic","No 2nd Type"
"741",606,"Beheeyem","beheeyem",3.386,1.8772,3.9474,4.3509,4.1053,2.3509,3.1754,2.5789,3.2807,57,"5","Unova",5,1.22480769654085,0.962363635751391,"psychic","No 2nd Type"
"742",607,"Litwick","litwick",1.3684,1.7018,4.0526,3.9298,1.6491,4.4912,3.4035,3.8246,4.1053,57,"5","Unova",5,0.930651734026305,0.905151287826812,"ghost","fire"
"743",608,"Lampent","lampent",2.0172,2.1034,4.6724,3.931,1.6552,3.7241,3.5,3.7759,4,58,"5","Unova",5,0.982607368881035,0.916104015583227,"ghost","fire"
"744",609,"Chandelure","chandelure",3.3793,2.3276,4.569,4.431,1.1207,3.0172,4.2414,3.9138,4.2931,58,"5","Unova",5,0.965055308217692,0.895016555569585,"ghost","fire"
"745",610,"Axew","axew",2.2586,2.1379,1.7241,3.6552,2.0172,4.3793,3.5862,3.3448,4,58,"5","Unova",5,0.964901281354015,0.891720778251234,"dragon","No 2nd Type"
"746",611,"Fraxure","fraxure",3.2281,2.807,2,3.7719,2.4035,2.6667,3.8772,2.807,3.6842,57,"5","Unova",5,0.920676614975574,0.898390056151604,"dragon","No 2nd Type"
"747",612,"Haxorus","haxorus",3.9138,3.2414,2.3276,4.2586,2.2414,1.8621,4.6379,3.069,4.1724,58,"5","Unova",5,0.853752993319996,0.960495627342764,"dragon","No 2nd Type"
"748",613,"Cubchoo","cubchoo",1.7759,1.569,1.431,2.431,2.1897,4.3448,2.1724,3.1897,3.5345,58,"5","Unova",5,1.23284904418791,1.13363068813203,"ice","No 2nd Type"
"749",614,"Beartic","beartic",1.8966,2.6379,1.5172,2.1897,2.8448,1.8103,3.2414,2.3621,2.6552,58,"5","Unova",5,0.974709932765694,0.952909216730266,"ice","No 2nd Type"
"750",615,"Cryogonal","cryogonal",3.7544,2.3509,4,3.8947,1.2982,1.5439,3.1053,2.4211,2.9298,57,"5","Unova",5,1.19736038812292,1.05986689716335,"ice","No 2nd Type"
"751",616,"Shelmet","shelmet",2.0345,1.6552,2.6897,2.8621,1.2931,3.1207,2.6552,2.4138,3.3103,58,"5","Unova",5,0.968591165875044,0.902030880370079,"bug","No 2nd Type"
"752",617,"Accelgor","accelgor",3.1207,1.8966,2.3793,3.931,2.7759,1.7069,3.9828,2.3103,3.4655,58,"5","Unova",5,1.10196559870861,0.913147596875686,"bug","No 2nd Type"
"753",618,"Galarian Stunfisk","stunfisk-galar",2.8421,1.5789,3.2982,3.2982,1.1053,1.6491,2.2982,1.4561,2.9123,57,"8","Galar",8,1.28801086617387,0.93817592705832,"ground","steel"
