"","DexNum","PokemonName","PokeApiName","Complexity","Realism","Artificiality","Fantasy","Humanoid","Cuteness","Coolness","Beauty","Popularity","RatingCount","Generation","Region","Order","PopularitySD","MeanDesignSD","Type1","Type2","TypeID1","TypeID2","GimmickFactor"
"659",535,"Tympole","tympole",1.6284,1.8176,1.8986,2.3716,1.5541,3.5068,2.1014,2.6284,3.0338,148,"5","Unova",5,1.22151622960831,1.06213652224964,"Water","No 2nd Type",11,19,0
"660",536,"Palpitoad","palpitoad",2.2432,1.6014,1.8986,2.9459,2,2.4797,2.2973,1.973,2.777,148,"5","Unova",5,1.24275865402172,0.991770640200693,"Water","Ground",11,5,0
"661",537,"Seismitoad","seismitoad",3.3311,2.0743,1.6959,3.0541,3.3446,1.6014,3.0203,1.7162,3.1081,148,"5","Unova",5,1.23646802526464,0.97596587209994,"Water","Ground",11,5,0
"662",538,"Throh","throh",2.7703,2.2838,2.6149,2.6081,4.9122,1.3716,2.7027,1.6959,2.5135,148,"5","Unova",5,1.07129358830093,0.916267347231522,"Fighting","No 2nd Type",2,19,0
"663",539,"Sawk","sawk",2.7568,2.5473,2.6689,2.4392,4.8649,1.6351,3.0135,2.0608,2.7297,148,"5","Unova",5,1.24441777656447,0.997965861878152,"Fighting","No 2nd Type",2,19,0
"664",540,"Sewaddle","sewaddle",2.0946,1.9662,1.3649,2.3919,1.2568,4.2905,2.5203,3.2973,3.9054,148,"5","Unova",5,1.02230421926525,0.897516588106946,"Bug","Grass",7,12,0
"665",541,"Swadloon","swadloon",1.8311,1.8041,1.5743,2.7027,1.5676,3.8311,2.8041,3.1757,3.6216,148,"5","Unova",5,1.09917294095474,0.929102494400545,"Bug","Grass",7,12,0
"666",542,"Leavanny","leavanny",3.3946,2.2109,1.5238,3.4354,4.0816,3.8571,3.4422,3.9116,3.8095,147,"5","Unova",5,0.998865569685859,0.920436255660157,"Bug","Grass",7,12,0
"667",543,"Venipede","venipede",2.7905,2.9054,1.5743,2.2297,1.2027,3.1216,3.6351,2.8311,3.9122,148,"5","Unova",5,1.05861366542396,1.03272881564714,"Bug","Poison",7,4,0
"668",544,"Whirlipede","whirlipede",3.1293,2.585,2.1769,3.102,1.2109,2.2449,3.8095,2.619,3.6122,147,"5","Unova",5,1.09699019022048,0.948540162835142,"Bug","Poison",7,4,0
"669",545,"Scolipede","scolipede",3.6531,2.8844,1.6259,3.4014,1.2857,2.3197,4.2721,3.1497,4.1497,147,"5","Unova",5,1.03905858422436,0.940548861264691,"Bug","Poison",7,4,0
"670",546,"Cottonee","cottonee",1.6463,1.7211,1.6803,3.2585,1.1769,4.2925,2.4014,3.7075,3.5646,147,"5","Unova",5,1.02398466194723,0.812608572195226,"Grass","Fairy",12,18,0
"671",547,"Whimsicott","whimsicott",2.0068,1.6014,1.8311,3.6824,3.1689,4.5473,3,4.0135,3.9324,148,"5","Unova",5,0.956218355153216,0.924633101453875,"Grass","Fairy",12,18,0
"672",548,"Petilil","petilil",1.5578,1.7891,1.517,2.9864,2.0748,4.4286,2.3605,3.9864,3.6871,147,"5","Unova",5,0.953352274359448,0.870502245214745,"Grass","No 2nd Type",12,19,0
"673",549,"Hisuian Lilligant","lilligant-hisui",3.3469,2.4762,1.7551,3.9524,4.5918,3.7823,3.3673,4.1293,3.5714,147,"8","Hisui",9,1.11269728052837,0.936850403159596,"Grass","Fighting",12,2,0
"674",549,"standard Lilligant","lilligant",3.2095,2.1216,1.6689,3.8514,4.1351,4.2838,3,4.4797,3.9527,148,"5","Unova",5,0.967962889194395,0.835389581674224,"Grass","No 2nd Type",12,19,0
"675",550,"Blue-Stripe Basculin","basculin-blue-striped",1.9932,3.1014,1.4662,1.5338,1.2297,1.6419,2.7635,2.0676,2.6014,148,"5","Unova",5,1.08266353776771,0.953371618763508,"Water","No 2nd Type",11,19,0
"676",550,"Red-Stripe Basculin","basculin-red-striped",2.1081,2.9324,1.4797,1.7095,1.1757,1.7432,2.6486,1.8581,2.5878,148,"5","Unova",5,1.03928934954699,0.858609757786895,"Water","No 2nd Type",11,19,0
"677",550,"White-Stripe Basculin","basculin-white-striped",2.2432,3.0405,1.4459,1.6216,1.1419,1.9865,3.0135,2.1892,2.9392,148,"8","Hisui",9,1.07317633718506,0.886453790496063,"Water","No 2nd Type",11,19,0
"678",551,"Sandile","sandile",1.9189,2.4865,1.3649,1.8581,1.2365,4.2568,3.6689,3.1689,4.027,148,"5","Unova",5,0.884903002364589,0.860250466077823,"Ground","Dark",5,17,0
"679",552,"Krokorok","krokorok",2.6395,2.1905,1.6463,2.4694,3.2313,2.6054,4.068,2.932,3.7823,147,"5","Unova",5,0.936900424527174,0.903057041389444,"Ground","Dark",5,17,0
"680",553,"Krookodile","krookodile",2.9932,2.3197,1.6531,2.8095,3.0612,2.1973,4.619,3.0068,4.2109,147,"5","Unova",5,0.866859940644375,0.904273956465183,"Ground","Dark",5,17,0
"681",554,"Galarian Darumaka","darumaka-galar",2.0135,1.4797,2.4189,3.5541,2.8514,3.9122,2.9595,2.9189,3.5203,148,"8","Galar",8,1.09956744931934,0.956898100903985,"Ice","No 2nd Type",15,19,0
"682",554,"standard Darumaka","darumaka",1.7162,1.3311,2.3514,3.5946,2.5405,3.8919,2.8446,2.6892,3.4324,148,"5","Unova",5,1.16341855405572,0.976463520593593,"Fire","No 2nd Type",10,19,0
"683",555,"Galarian Darmanitan Zen Mode","darmanitan-galar-zen",3,1.3784,3.5473,4.2095,2.4595,2.4865,3.2568,2.3378,3.0878,148,"8","Galar",8,1.26773395438824,1.05883083311351,"Ice","Fire",15,10,0
"684",555,"Galarian Darmanitan Standard Mode","darmanitan-galar-standard",2.6757,1.6351,2.3851,3.7973,3.223,2.8108,3.1689,2.4459,3.3514,148,"8","Galar",8,1.25129589509946,1.0005767407004,"Ice","No 2nd Type",15,19,0
"685",555,"standard Darmanitan Zen Mode","darmanitan-zen",2.5405,2.0608,3.75,3.7027,2.7635,2.3176,2.8784,2.277,2.9527,148,"5","Unova",5,1.14097196272407,1.0078064943576,"Fire","Psychic",10,14,0
"686",555,"standard Darmanitan Standard Mode","darmanitan-standard",2.5946,1.6959,2.0676,3.6014,2.7095,1.9865,3.5676,2.0946,3.4459,148,"5","Unova",5,1.17909035311464,0.962857387832374,"Fire","No 2nd Type",10,19,0
"687",556,"Maractus","maractus",2.6054,1.9524,1.5442,3.0272,3.1701,4.068,2.9728,3.7347,3.7279,147,"5","Unova",5,1.0851992708903,0.94309307525336,"Grass","No 2nd Type",12,19,0
"688",557,"Dwebble","dwebble",1.9257,2.6486,1.5743,1.9662,1.1892,4.473,3.1486,3.3108,4.1486,148,"5","Unova",5,0.865042958313569,0.905997381171034,"Bug","Rock",7,6,0
"689",558,"Crustle","crustle",2.7823,2.7891,1.8639,2.5442,1.1769,2.932,3.3673,2.5374,3.7143,147,"5","Unova",5,1.12485826771597,0.946729421184661,"Bug","Rock",7,6,0
"690",559,"Scraggy","scraggy",2.0811,1.4189,2.0541,2.8176,3.7973,3.6892,3.2568,2.5811,3.4865,148,"5","Unova",5,1.01666177696238,0.86425606016892,"Dark","Fighting",17,2,0
"691",560,"Scrafty","scrafty",3.0338,1.7432,2.3041,3.0811,4.1554,2.4865,3.6486,2.3514,3.5946,148,"5","Unova",5,1.1845733513952,0.937503341452828,"Dark","Fighting",17,2,0
"692",561,"Sigilyph","sigilyph",4.3311,2.2635,4.1216,4.4392,1.2365,2.0541,3.5473,3.0541,3.6081,148,"5","Unova",5,1.11279496627244,0.925283286788951,"Psychic","Flying",14,3,0
"693",562,"Galarian Yamask","yamask-galar",2.1689,1.6622,3.7162,4.3581,2.0743,3.7162,3.4189,2.9932,3.7027,148,"8","Galar",8,1.05561215402364,0.960773010439713,"Ground","Ghost",5,8,0
"694",562,"standard Yamask","yamask",2.0338,1.6892,3.723,4.2162,2.3243,3.7635,3.3649,3.1081,3.8514,148,"5","Unova",5,0.939845191858923,0.95584471193631,"Ghost","No 2nd Type",8,19,0
"695",563,"Cofagrigus","cofagrigus",3.5203,2.0473,4.2365,4.4324,2.3649,1.8243,4.1689,2.7703,3.9459,148,"5","Unova",5,1.02524739126436,0.95009976196954,"Ghost","No 2nd Type",8,19,0
"696",564,"Tirtouga","tirtouga",2.4932,3.223,1.5878,1.9257,1.2703,3.1554,3.277,2.9595,3.5068,148,"5","Unova",5,0.95504790895551,0.935087176529606,"Water","Rock",11,6,0
"697",565,"Carracosta","carracosta",3.5676,3.2297,2,2.7162,2.5068,1.9392,3.75,2.5946,3.5338,148,"5","Unova",5,1.07436681880941,0.958666509382534,"Water","Rock",11,6,0
"698",566,"Archen","archen",2.527,2.3243,1.6689,2.6351,1.3581,4.0473,3.5068,3.1014,4.0541,148,"5","Unova",5,0.957077362682474,1.00235365974211,"Rock","Flying",6,3,0
"699",567,"Archeops","archeops",3.8716,2.9122,1.8108,3.223,1.2905,2.6351,3.8851,3.0203,3.8986,148,"5","Unova",5,1.1073456506736,1.02712876108269,"Rock","Flying",6,3,0
"700",568,"Trubbish","trubbish",1.8514,1.7635,4.1689,3.0676,1.5676,3.2635,2.2365,1.9054,3.4527,148,"5","Unova",5,1.36142828420027,1.1027670086725,"Poison","No 2nd Type",4,19,0
"701",569,"Gigantamax Garbodor","garbodor-gmax",4.5676,1.6892,4.5405,4.223,1.8176,1.7095,3.0473,1.5878,3.3581,148,"8","Unova",5,1.25055404445902,0.984506449093384,"Poison","No 2nd Type",4,19,1
"702",569,"standard Garbodor","garbodor",3.3919,1.6824,4.3986,3.7095,2.277,2.1486,2.6554,1.5811,3.1959,148,"5","Unova",5,1.31343774111332,1.08628500970295,"Poison","No 2nd Type",4,19,0
"703",570,"Hisuian Zorua","zorua-hisui",2.7973,2.1622,1.8716,3.9932,1.2838,4.6486,4.1622,4.3649,4.4054,148,"8","Hisui",9,0.86084369235854,0.859899079114293,"Normal","Ghost",1,8,0
"704",570,"standard Zorua","zorua",2.3311,2.1419,1.527,3.2432,1.3108,4.5743,4.2297,4.1014,4.277,148,"5","Unova",5,0.891559110725805,0.832167218420251,"Dark","No 2nd Type",17,19,0
"705",571,"Hisuian Zoroark","zoroark-hisui",4.3446,2.6216,2.3243,4.6081,3.8243,2.6216,4.5338,3.9392,4.3784,148,"8","Hisui",9,0.968457992819941,0.940520836422304,"Normal","Ghost",1,8,0
"706",571,"standard Zoroark","zoroark",3.4324,2.6419,1.9257,4.1149,3.9257,2.9324,4.5473,3.7432,4.2297,148,"5","Unova",5,0.931649976368435,0.904510526264155,"Dark","No 2nd Type",17,19,0
"707",572,"Minccino","minccino",1.527,2.2297,1.3514,1.777,2.1824,4.6486,2.8041,4.0405,3.8716,148,"5","Unova",5,0.995125996405327,0.914272431342053,"Normal","No 2nd Type",1,19,0
"708",573,"Cinccino","cinccino",2.1824,2.1216,1.5203,2.1554,2.5405,4.4865,2.7838,4.2568,3.6892,148,"5","Unova",5,1.03225907699825,0.94891624586431,"Normal","No 2nd Type",1,19,0
"709",574,"Gothita","gothita",2.4324,1.6216,2.7027,3.3446,4.2838,3.25,1.9865,2.4527,2.4257,148,"5","Unova",5,1.16300645007749,1.00672097920481,"Psychic","No 2nd Type",14,19,0
"710",575,"Gothorita","gothorita",2.9932,2.0135,2.4392,3.5405,4.7568,3.1419,2.6689,3.1959,2.8514,148,"5","Unova",5,1.17038261741484,0.994458792464215,"Psychic","No 2nd Type",14,19,0
"711",576,"Gothitelle","gothitelle",3.3041,2.25,2.8311,3.6419,4.7432,2.5068,2.8041,3.0338,2.9324,148,"5","Unova",5,1.22839250133112,1.03637105595847,"Psychic","No 2nd Type",14,19,0
"712",577,"Solosis","solosis",1.4527,1.6554,2.2838,3.6959,1.3378,4.1486,2.7027,3.0946,3.8176,148,"5","Unova",5,1.00698346803415,0.997156864668286,"Psychic","No 2nd Type",14,19,0
"713",578,"Duosion","duosion",1.9459,1.7162,2.527,3.8716,1.9662,4.0608,3.0405,3.2095,3.6554,148,"5","Unova",5,1.1432104972628,1.03647822422082,"Psychic","No 2nd Type",14,19,0
"714",579,"Reuniclus","reuniclus",3.1081,1.6757,2.6892,4.1351,2.7432,4.2432,3.8108,3.4527,4.1824,148,"5","Unova",5,1.00698346803415,0.995762373321251,"Psychic","No 2nd Type",14,19,0
"715",580,"Ducklett","ducklett",1.5442,2.1565,1.2993,1.5102,1.4218,3.7687,2.2313,3.1224,3.0952,147,"5","Unova",5,1.05838622718537,0.87411942460235,"Water","Flying",11,3,0
"716",581,"Swanna","swanna",2.1973,3.3946,1.2857,1.8776,1.619,2.9388,2.6054,3.7211,3,147,"5","Unova",5,1.08796758655199,0.970623114903168,"Water","Flying",11,3,0
"717",582,"Vanillite","vanillite",1.8649,1.4257,4.1824,3.7432,1.6419,4.3041,2.5946,3.4054,3.5068,148,"5","Unova",5,1.12404086213609,0.995084367090876,"Ice","No 2nd Type",15,19,0
"718",583,"Vanillish","vanillish",2.6149,1.5676,4.2365,3.7432,1.4257,3.0946,2.5405,2.6959,3.0473,148,"5","Unova",5,1.2538290513434,1.06730451354297,"Ice","No 2nd Type",15,19,0
"719",584,"Vanilluxe","vanilluxe",3.0541,1.527,4.1486,4.1149,1.3446,3.3108,2.6757,2.8581,3.0676,148,"5","Unova",5,1.2447845909502,1.01922117243086,"Ice","No 2nd Type",15,19,0
"720",587,"Emolga","emolga",1.9324,1.9054,1.5608,2.4527,1.6216,4.5541,3.2432,3.777,3.8784,148,"5","Unova",5,0.955679419256378,0.857311402629335,"Electric","Flying",13,3,0
"721",588,"Karrablast","karrablast",1.7905,1.6419,1.7432,2.6014,2.0135,3.1216,2.6486,2.3851,3.027,148,"5","Unova",5,1.10860239470236,0.979627267912027,"Bug","No 2nd Type",7,19,0
"722",589,"Escavalier","escavalier",3.8108,2.3243,3.5068,4.0203,2.1689,1.8378,3.8784,2.7973,3.473,148,"5","Unova",5,1.05552565325289,0.9090860535792,"Bug","Steel",7,9,0
"723",590,"Foongus","foongus",1.3946,1.7959,1.7483,2.5986,1.3946,3.9864,2.2517,2.9048,3.4218,147,"5","Unova",5,1.07491603891721,0.903488025095378,"Grass","Poison",12,4,0
"724",591,"Amoonguss","amoonguss",2.2095,1.8446,1.8378,3.1622,1.9054,1.7973,2.4662,1.9189,2.9122,148,"5","Unova",5,1.06497718573492,0.973183922075358,"Grass","Poison",12,4,0
"725",592,"Female Frillish","frillish",2.5878,2.0946,1.9324,3.3243,2.6554,3.5405,2.527,3.5608,3.1622,148,"5","Unova",5,1.09083438219517,0.990709837524218,"Water","Ghost",11,8,0
"726",592,"Male Frillish","frillish",2.4392,2.1216,1.9527,3.5338,2.6216,3.3243,2.9189,3.6149,3.4459,148,"5","Unova",5,1.10120065395974,1.00867377213423,"Water","Ghost",11,8,0
"727",593,"Female Jellicent","jellicent",2.8919,1.7905,2.0203,3.5743,1.9595,2.7297,2.2703,2.6622,2.75,148,"5","Unova",5,1.17906857421556,1.05718852866057,"Water","Ghost",11,8,0
"728",593,"Male Jellicent","jellicent",2.6554,1.6757,1.9662,3.4797,2.1622,2.7162,2.6689,2.8581,3.2027,148,"5","Unova",5,1.02640450550045,0.981147418932308,"Water","Ghost",11,8,0
"729",594,"Alomomola","alomomola",1.8378,2.6149,1.5541,2.1351,1.4257,2.973,2.1149,3.3378,2.7905,148,"5","Unova",5,1.04139575245021,1.00218318112179,"Water","No 2nd Type",11,19,0
"730",595,"Joltik","joltik",1.6803,2.2177,1.517,2.5918,1.1633,4.585,3.6667,3.6803,4.2313,147,"5","Unova",5,1.03718632475411,0.922857886560495,"Bug","Electric",7,13,0
"731",596,"Galvantula","galvantula",3.5608,3.1757,1.4865,2.8041,1.2095,3.4932,4.0743,3.2905,4.1757,148,"5","Unova",5,0.935170285232214,0.947247017947835,"Bug","Electric",7,13,0
"732",597,"Ferroseed","ferroseed",2.0608,2.0878,3.3108,3.0878,1.1216,2.2973,2.8716,2.3446,3.0135,148,"5","Unova",5,1.12698165700369,0.925273122374311,"Grass","Steel",12,9,0
"733",598,"Ferrothorn","ferrothorn",3.5135,2.2905,3.6149,3.9122,1.1149,1.4797,3.5946,2.2365,3.3986,148,"5","Unova",5,1.1863680331554,0.880150917152033,"Grass","Steel",12,9,0
"734",599,"Klink","klink",1.585,1.9932,4.8231,2.8163,1.2653,3.0136,2.3673,2.5306,2.9524,147,"5","Unova",5,1.13289307174955,1.00453627644515,"Steel","No 2nd Type",9,19,0
"735",600,"Klang","klang",2.6689,2.6959,4.8716,2.8243,1.1689,2.2162,2.4257,2.2703,2.8041,148,"5","Unova",5,1.21175985369384,1.03271623186019,"Steel","No 2nd Type",9,19,0
"736",601,"Klinklang","klinklang",3.6216,2.8514,4.8041,3.3311,1.2162,2.1486,2.8851,2.473,3.0203,148,"5","Unova",5,1.16025787792322,1.00628068305083,"Steel","No 2nd Type",9,19,0
"737",602,"Tynamo","tynamo",1.5135,2.277,1.6351,2.1959,1.1284,4.1149,2.5676,3.1959,3.6554,148,"5","Unova",5,0.91586961927824,0.882876351646563,"Electric","No 2nd Type",13,19,0
"738",603,"Eelektrik","eelektrik",2.1419,2.2568,1.6419,2.4662,1.1081,2.027,2.7297,1.9527,3.0405,148,"5","Unova",5,1.07098324600403,0.95237237463745,"Electric","No 2nd Type",13,19,0
"739",604,"Eelektross","eelektross",3.4932,2.6149,1.8311,3.4122,1.7568,1.9324,3.9189,2.2365,3.7973,148,"5","Unova",5,1.05880771459183,0.974402917867591,"Electric","No 2nd Type",13,19,0
"740",605,"Elgyem","elgyem",2.6554,1.9595,4.0405,4.0811,3.5811,3.5811,3.223,2.9054,3.4662,148,"5","Unova",5,1.09307117878901,0.978685107689263,"Psychic","No 2nd Type",14,19,0
"741",606,"Beheeyem","beheeyem",3.4459,2.027,4.1892,4.3108,3.7973,2.2568,3.25,2.5338,3.1757,148,"5","Unova",5,1.151007542425,0.917334339437562,"Psychic","No 2nd Type",14,19,0
"742",607,"Litwick","litwick",1.4797,1.8176,4.0676,3.8446,1.6216,4.5541,3.4392,3.8108,4.1351,148,"5","Unova",5,0.927424861447216,0.928986493264554,"Ghost","Fire",8,10,0
"743",608,"Lampent","lampent",2.1081,2.1351,4.5878,3.9324,1.5676,3.8176,3.7162,3.8041,4.0203,148,"5","Unova",5,0.975805228682509,0.901918148635211,"Ghost","Fire",8,10,0
"744",609,"Chandelure","chandelure",3.4392,2.4797,4.4865,4.3243,1.2095,3.0541,4.3851,3.973,4.3986,148,"5","Unova",5,0.877999147300798,0.913163891768966,"Ghost","Fire",8,10,0
"745",610,"Axew","axew",2.2027,2.1824,1.777,3.6757,2.0541,4.4595,3.6419,3.473,4.0338,148,"5","Unova",5,0.975480065739917,0.944932418338053,"Dragon","No 2nd Type",16,19,0
"746",611,"Fraxure","fraxure",3.2838,2.6554,2.1284,3.75,2.5676,2.7905,3.8986,2.8649,3.75,148,"5","Unova",5,0.957721112709608,0.90956102299344,"Dragon","No 2nd Type",16,19,0
"747",612,"Haxorus","haxorus",3.9459,3.277,2.473,4.2432,2.5203,1.9459,4.6419,3.1757,4.277,148,"5","Unova",5,0.876270860459916,0.941049880072294,"Dragon","No 2nd Type",16,19,0
"748",613,"Cubchoo","cubchoo",1.7432,1.6824,1.5608,2.4257,2.1284,4.3784,2.2703,3.25,3.5878,148,"5","Unova",5,1.05221166079304,0.923234860789697,"Ice","No 2nd Type",15,19,0
"749",614,"Beartic","beartic",1.8514,2.9054,1.5,2.0946,2.777,1.9662,3.3784,2.4054,2.9324,148,"5","Unova",5,1.07591671888449,0.940964841184606,"Ice","No 2nd Type",15,19,0
"750",615,"Cryogonal","cryogonal",3.7838,2.5676,4.1014,3.8378,1.2838,1.7297,3.2095,2.5338,3.0405,148,"5","Unova",5,1.22407371696834,1.08642056798665,"Ice","No 2nd Type",15,19,0
"751",616,"Shelmet","shelmet",2.2297,1.6892,2.8108,3.0743,1.3176,3.0203,2.7095,2.473,3.2162,148,"5","Unova",5,1.06884972612352,0.967997929948304,"Bug","No 2nd Type",7,19,0
"752",617,"Accelgor","accelgor",3.0608,1.9932,2.5,3.777,2.7568,1.8446,3.777,2.3378,3.2432,148,"5","Unova",5,1.17761567183969,0.948149851329059,"Bug","No 2nd Type",7,19,0
"753",618,"Galarian Stunfisk","stunfisk-galar",2.7365,1.6554,3.2095,3.3176,1.1554,1.7973,2.3378,1.527,2.777,148,"8","Galar",8,1.27247867260812,0.957716422936928,"Ground","Steel",5,9,0
"754",618,"standard Stunfisk","stunfisk",1.7703,1.7432,1.6824,2.3041,1.1959,2.4122,1.9865,1.7635,3.0338,148,"5","Unova",5,1.22151622960831,0.91433885811603,"Ground","Electric",5,13,0
"755",619,"Mienfoo","mienfoo",2.1824,2.0541,1.9865,2.8784,3.8784,3.7703,3.5338,3.3108,3.5676,148,"5","Unova",5,0.931158550105525,0.875515449969263,"Fighting","No 2nd Type",2,19,0
"756",620,"Mienshao","mienshao",3.0608,2.527,1.9595,3.2703,3.5676,3.3514,4.0405,4.1149,3.9932,148,"5","Unova",5,0.996592990885132,0.927827896924793,"Fighting","No 2nd Type",2,19,0
"757",621,"Druddigon","druddigon",3.6216,2.3243,2.3514,4.2905,2.3176,1.7432,3.7838,2.2568,3.4324,148,"5","Unova",5,1.11599042281419,0.995675621124146,"Dragon","No 2nd Type",16,19,0
"758",622,"Golett","golett",3.4558,2.415,4.4422,4.3129,4.0136,3.7347,3.7347,3.0952,3.9116,147,"5","Unova",5,0.982328000336582,0.887522784068539,"Ground","Ghost",5,8,0
"759",623,"Golurk","golurk",4.0612,2.8571,4.6463,4.4694,4.1361,2.2449,4.3878,3.2517,4.1701,147,"5","Unova",5,0.957421065891656,0.902414934518548,"Ground","Ghost",5,8,0
"760",624,"Pawniard","pawniard",2.973,2.1554,3.9662,3.8041,4.1419,3.3649,3.9932,2.9392,3.8311,148,"5","Unova",5,0.989051644550486,0.898271589417211,"Dark","Steel",17,9,0
"761",625,"Bisharp","bisharp",4.0203,2.6284,4.2027,4,4.5541,1.8176,4.4595,3.0541,3.9865,148,"5","Unova",5,1.04614147205199,0.862423065744653,"Dark","Steel",17,9,0
"762",626,"Bouffalant","bouffalant",2.25,3.4189,1.4662,1.6824,1.2973,2.0878,3.3041,2.5405,3.1486,148,"5","Unova",5,0.932628259890736,0.891019567727026,"Normal","No 2nd Type",1,19,0
"763",627,"Rufflet","rufflet",2.2432,3.027,1.3649,1.7095,1.2703,4.0878,3.1351,3.2635,3.5473,148,"5","Unova",5,0.967962889194395,0.915767406989241,"Normal","Flying",1,3,0
"764",628,"Hisuian Braviary","braviary-hisui",3.4392,3.3851,1.6486,3.5743,1.1824,2.4122,4.277,3.7365,3.9324,148,"8","Hisui",9,0.905405405405405,0.878722848207487,"Psychic","Flying",14,3,0
"765",628,"standard Braviary","braviary",3.1892,3.9054,1.277,2.1824,1.1757,2.4189,4.2027,3.5338,3.8649,148,"5","Unova",5,0.956122862232904,0.830784888043232,"Normal","Flying",1,3,0
"766",629,"Vullaby","vullaby",2.7365,2.1351,1.7095,2.3851,1.9324,2.7027,2.3108,2,2.7027,148,"5","Unova",5,1.21336595056186,1.01469189405512,"Dark","Flying",17,3,0
"767",630,"Mandibuzz","mandibuzz",3.2365,2.7905,1.6689,2.3311,1.5338,2.0676,3.3514,2.5338,3.3041,148,"5","Unova",5,1.22837391846483,0.997818095247617,"Dark","Flying",17,3,0
"768",631,"Heatmor","heatmor",3.517,2.0952,2.8912,3.6327,2.2925,1.9048,3.2653,2.1905,3.1905,147,"5","Unova",5,1.12687233963802,0.972068563223179,"Fire","No 2nd Type",10,19,0
"769",632,"Durant","durant",3.1757,3.3716,3.1149,2.6824,1.2568,2.0676,3.6554,2.5,3.4932,148,"5","Unova",5,1.03905858422436,1.02303966482507,"Bug","Steel",7,9,0
"770",633,"Deino","deino",2.2095,2.0608,1.8784,3.6419,1.3378,3.8581,3.5405,2.9392,3.8784,148,"5","Unova",5,1.01279253635415,0.929929965656031,"Dark","Dragon",17,16,0
"771",634,"Zweilous","zweilous",3.1486,2.2703,2.0946,4.3514,1.2635,3.0811,3.8716,2.6216,3.8581,148,"5","Unova",5,0.907998505290584,0.888553024718345,"Dark","Dragon",17,16,0
"772",635,"Hydreigon","hydreigon",4.0676,2.5135,2.2568,4.7027,1.4459,1.9797,4.5946,2.8108,4.223,148,"5","Unova",5,0.876270860459916,0.863904344748723,"Dark","Dragon",17,16,0
"773",636,"Larvesta","larvesta",2.8784,2.8311,1.7027,3.3716,1.1959,3.4122,3.5608,3.1554,3.8378,148,"5","Unova",5,1.02380387369336,0.937654143332954,"Bug","Fire",7,10,0
"774",637,"Volcarona","volcarona",4,3.5068,1.5068,3.8986,1.1622,2.9122,4.5203,4.1486,4.4324,148,"5","Unova",5,0.815078856756769,0.868572817444789,"Bug","Fire",7,10,0
"775",638,"Cobalion","cobalion",3.5203,2.6351,2.3649,4,1.7973,2.1622,3.8716,3.1014,3.5,148,"5","Unova",5,1.15372487235089,1.01049909040718,"Steel","Fighting",9,2,0
"776",639,"Terrakion","terrakion",3.4257,2.3514,2.5743,3.8311,1.8986,1.7568,3.4932,2.3108,3.1351,148,"5","Unova",5,1.13690338466504,0.963851066729457,"Rock","Fighting",6,2,0
"777",640,"Virizion","virizion",3.0884,2.6531,2.102,3.9796,1.7959,3.1361,3.7687,3.8776,3.5714,147,"5","Unova",5,1.03015750727543,0.944198104219107,"Grass","Fighting",12,2,0
"778",641,"Therian Tornadus","tornadus-therian",4.0878,2.5068,2.3716,4.3514,2.5405,1.5743,3.2095,2.0338,2.8041,148,"5","Unova",5,1.32878111076332,1.03583153665001,"Flying","No 2nd Type",3,19,0
"779",641,"Incarnate Tornadus","tornadus-incarnate",3.9116,2.6599,2.5102,4.6054,4.6531,1.3469,3.0204,1.7143,2.5238,147,"5","Unova",5,1.26884881852136,0.948159535852761,"Flying","No 2nd Type",3,19,0
"780",642,"Therian Thundurus","thundurus-therian",4.3243,2.3784,2.723,4.6351,3.5541,1.4527,3.6284,2.0878,3.1351,148,"5","Unova",5,1.21726681350146,0.961272965316963,"Electric","Flying",13,3,0
"781",642,"Incarnate Thundurus","thundurus-incarnate",3.9054,2.4324,2.5473,4.5946,4.6216,1.3851,3.3378,1.9662,2.8919,148,"5","Unova",5,1.30039045661831,0.923655944546961,"Electric","Flying",13,3,0
"782",643,"Reshiram","reshiram",4.4865,3.1622,3.0068,4.8041,1.8176,2.7095,4.5135,4.277,4.2027,148,"5","Unova",5,1.04596689691986,0.966130513499932,"Dragon","Fire",16,10,0
"783",644,"Zekrom","zekrom",4.6351,3.1554,3.6216,4.7703,3.0676,1.8649,4.75,3.5743,4.2838,148,"5","Unova",5,0.854562797500669,0.864165115283516,"Dragon","Electric",16,13,0
"784",645,"Therian Landorus","landorus-therian",4.1419,2.4257,2.3919,4.5,2.3176,1.6216,3.5541,2.1486,3.1824,148,"5","Unova",5,1.29467288032779,1.00631921480371,"Ground","Flying",5,3,0
"785",645,"Incarnate Landorus","landorus-incarnate",3.8311,2.4392,2.5608,4.5405,4.6757,1.3716,3.2297,1.7162,2.6689,148,"5","Unova",5,1.3324865676191,0.949320909192821,"Ground","Flying",5,3,0
"786",646,"Black Kyurem","kyurem-black",4.8446,2.8716,4.0473,4.7635,2.0878,1.5608,4.4324,2.9324,3.7703,148,"5","Unova",5,1.14546458528545,0.894742165887749,"Dragon","Ice",16,15,0
"787",646,"White Kyurem","kyurem-white",4.8108,3.2703,3.6892,4.723,2.3446,1.7635,4.4392,3.4459,3.8446,148,"5","Unova",5,1.08249485260519,0.95921159733447,"Dragon","Ice",16,15,0
"788",646,"standard Kyurem","kyurem",4.5578,3.2313,3.585,4.6667,1.3469,1.483,4.2857,2.5238,3.7619,147,"5","Unova",5,1.0190921218587,0.877736909574983,"Dragon","Ice",16,15,0
