"","X..dex","pokemon","pokeapi.name","complexity","realism","artificiality","fantasy","humanoid","cuteness","coolness","beauty","popularity","rating.count"
"430",864,"Cursola","cursola",3.549,2.4118,2.4314,4.098,1.2549,3.2157,3.9608,3.1765,4.2941,51
"431",865,"Sirfetch’d","sirfetchd",2.8846,2,1.6346,3.75,3.1346,2.5962,4.0769,3.1923,3.8077,52
"432",867,"Runerigus","runerigus",4.1569,2.4706,4.1961,4.5882,2.1569,1.5294,4.3137,2.6667,4.0588,51
"433",870,"Falinks","falinks",3.1154,1.5385,3.6923,3.6731,2.2692,4.1154,3.7692,3.2692,4.0192,52
"434",873,"Frosmoth","frosmoth",2.9615,2.8846,1.5577,3.5385,1.2308,3.9615,3.8654,4.4808,4.1154,52
"435",885,"Dreepy","dreepy",2.1373,1.7059,2.5294,4.1961,1.1961,4.3725,3.5098,3.1569,3.8824,51
"436",886,"Drakloak","drakloak",3.4615,1.9808,2.8846,4.4231,1.4038,3.3269,3.6731,3.0192,3.7308,52
"437",887,"Dragapult","dragapult",4.0192,2.0962,3.1731,4.5769,1.7885,2.9808,4.5769,3.3846,4.3462,52
"438",888,"Hero Zacian","zacian",3.9423,3.5385,1.7885,3.8077,1.25,2.7692,4.0769,3.5577,3.6538,52
"439",888,"Crowned Zacian","zacian-crowned",4.5577,2.7308,2.9808,4.5385,1.4038,2.8462,4.0577,3.75,3.5577,52
"440",889,"Hero Zamazenta","zamazenta",4.0962,3.2885,2.0962,3.6923,1.3077,2.7692,3.9808,3.0962,3.6923,52
"441",892,"standard Single Strike Urshifu","urshifu-single-strike",3.9423,2.8077,2.0962,3.6346,4.4615,2.1154,4.0769,2.8654,3.6923,52
"442",894,"Regieleki","regieleki",3.6346,1.9231,4.7692,4.6346,2.0192,2.5577,4,3.1154,3.8077,52
"443",897,"Spectrier","spectrier",2.3846,3.2692,1.7692,4.1731,1.2115,2.9808,3.8846,4.1731,3.7115,52
"444",899,"Wyrdeer","wyrdeer",3.0769,2.9808,1.4423,3.0192,1.3462,2.25,3.6731,2.9423,3.8269,52
"445",900,"Kleavor","kleavor",4.2745,2.7843,3.1569,4.098,3.451,1.549,4,2.2745,3.5686,51
"446",901,"Ursaluna","ursaluna",3.8824,3.3137,1.6078,2.8627,1.4118,2.549,3.8039,2.3725,3.7843,51
"447",902,"Female Basculegion","basculegion-female",3.8846,2.5385,1.8654,3.8654,1.3462,2.0385,3.9038,2.5962,3.75,52
"448",902,"Male Basculegion","basculegion-male",4.0392,2.8824,1.8824,4.2549,1.2745,1.9412,4.451,3.0784,4.2157,51
"449",907,"Floragato","floragato",3.0962,2.2308,1.5769,3.5385,4.0192,3.9231,4.3269,3.9423,4.0192,52
"450",908,"Meowscarada","meowscarada",3.5882,2.1176,1.8039,4.0784,4.6275,3.4314,4.0196,3.8431,3.7059,51
"451",909,"Fuecoco","fuecoco",2.2353,1.4118,2,3.2941,2.0588,4.3529,3.5294,3.0392,4.0588,51
"452",920,"Lokix","lokix",3.902,2.5098,3.6078,3.5686,3.8235,1.9608,4.2549,2.9216,3.7255,51
"453",934,"Garganacl","garganacl",3.9804,2.1176,3.6471,4.1961,3.8627,2.0392,3.9804,2.6471,3.8824,51
"454",936,"Armarouge","armarouge",4,2.3846,3.8269,4.3654,4.8077,2.4808,4.5577,3.6346,4.0192,52
"455",937,"Ceruledge","ceruledge",4.4808,2.7692,4.1923,4.6154,4.8846,2.2692,4.75,4,4.25,52
"456",943,"Mabosstiff","mabosstiff",2.5882,3.1373,1.3725,1.6667,1.2549,3.3529,3.4118,2.6471,3.7451,51
"457",945,"Grafaiai","grafaiai",3.6346,2,1.8846,3.1731,2.7115,3.0385,3.9231,2.5192,3.8077,52
"458",949,"Toedscruel","toedscruel",3.1765,2.1961,1.451,3.549,1.2941,2.1569,3.8039,2.549,3.7647,51
"459",956,"Espathra","espathra",3.9412,2.2353,2.2549,3.5098,1.8627,2.7255,3.4314,3.5882,3.7059,51
"460",958,"Tinkatuff","tinkatuff",2.9804,1.549,3.0392,4.0588,4.4314,3.6667,3.549,2.9608,3.6667,51
"461",959,"Tinkaton","tinkaton",3.3654,1.4038,3.0192,4.2308,4.3269,4.1538,3.9808,3.3269,3.8846,52
"462",967,"Cyclizar","cyclizar",2.8077,2.1923,2.5192,3.4231,2.7308,3.0385,3.7692,2.7308,3.6154,52
"463",970,"Glimmora","glimmora",2.8654,2.6154,3.3846,4.2885,1.1154,2.9231,3.5385,3.5962,3.6538,52
"464",971,"Greavard","greavard",2.5,1.6923,2.3846,3.6346,1.0962,3.9231,3.3077,2.7115,3.6731,52
"465",972,"Houndstone","houndstone",3.3846,1.9615,2.4808,4.3077,1.1731,2.6346,3.6923,2.0962,3.7115,52
"466",975,"Cetitan","cetitan",3.6154,2.1538,1.8077,3.8269,1.9038,2.6154,3.8077,2.7885,3.6923,52
"467",979,"Annihilape","annihilape",3.6275,2.2549,2.1961,4.2157,3.2353,1.7255,4.4902,2.4118,4.0196,51
"468",980,"Clodsire","clodsire",1.5192,1.4615,1.4231,2.6154,1.1154,4.5769,3.5,3.4615,4.3846,52
"469",981,"Farigiraf","farigiraf",3.2745,2.2941,1.7451,3.7647,1.1961,3.6471,3.6667,3.4118,3.7647,51
"470",984,"Great Tusk","great-tusk",4.0769,3.25,1.5,3.8846,1.0769,1.6923,4.4808,2.7308,3.9615,52
"471",985,"Scream Tail","scream-tail",2.4808,1.5,1.8654,4.1346,2.0385,4.0769,3.3654,3.3269,3.5769,52
"472",986,"Brute Bonnet","brute-bonnet",3.7115,2.0769,1.9423,4.2692,1.9231,1.9038,3.7885,2.0192,3.6154,52
"473",987,"Flutter Mane","flutter-mane",3.6346,1.8462,2.75,4.7115,1.8654,3.6731,3.9231,3.7885,3.7115,52
"474",988,"Slither Wing","slither-wing",4.1765,3.098,1.3529,4.1373,1.3725,3.1765,4.549,3.902,4.3333,51
"475",994,"Iron Moth","iron-moth",4.0192,2.5962,4.7115,4.25,1.1346,2.2115,4.3654,3.7115,3.9423,52
