"","X..dex","pokemon","pokeapi.name","complexity","realism","artificiality","fantasy","humanoid","cuteness","coolness","beauty","popularity","rating.count"
"433",612,"Haxorus","haxorus",3.9216,3.2353,2.3725,4.2549,2.2745,1.8824,4.6078,3.0392,4.1373,51
"434",617,"Accelgor","accelgor",3.0784,2,2.3137,3.9608,2.7647,1.7451,4.0392,2.3922,3.6471,51
"435",620,"Mienshao","mienshao",2.9038,2.5962,1.8654,3.2115,3.6154,3.3846,3.8654,4.0769,3.9615,52
"436",622,"Golett","golett",3.5385,2.5962,4.5385,4.4615,4.0385,3.7692,3.6731,3.0577,3.9423,52
"437",623,"Golurk","golurk",4.0192,3.2115,4.6923,4.5,4.1731,2.0577,4.3269,3.1346,4.2308,52
"438",624,"Pawniard","pawniard",2.9615,2.0962,3.9808,3.9615,4.2885,3.5385,4.1346,2.9615,3.8846,52
"439",625,"Bisharp","bisharp",4.1154,2.75,4.1538,4.1346,4.6923,1.5769,4.3269,2.9615,3.8462,52
"440",627,"Rufflet","rufflet",2.3462,2.9423,1.2885,1.7308,1.2308,4.1538,3.2308,3.3269,3.7692,52
"441",628,"Hisuian Braviary","braviary-hisui",3.4615,3.5385,1.5962,3.7692,1.1731,2.2692,4.4423,3.8462,4.0385,52
"442",628,"standard Braviary","braviary",3.1373,3.8627,1.2157,2.0196,1.1373,2.3529,4.2941,3.5098,4.0784,51
"443",633,"Deino","deino",2,2,1.5769,3.5,1.2692,3.9808,3.5385,2.8077,4.0192,52
"444",634,"Zweilous","zweilous",3.0392,2.3137,1.7059,4.3922,1.2353,3.0588,3.7255,2.3922,3.7647,51
"445",635,"Hydreigon","hydreigon",4.0392,2.4706,2.098,4.6275,1.4902,1.7451,4.4118,2.5686,3.902,51
"446",636,"Larvesta","larvesta",2.8824,2.8824,1.7451,3.4314,1.1765,3.4706,3.5098,3.098,3.8824,51
"447",637,"Volcarona","volcarona",3.8235,3.5294,1.2745,3.7451,1.1569,2.9216,4.5294,4.0784,4.4902,51
"448",643,"Reshiram","reshiram",4.5,3.0962,3.0769,4.7885,1.9615,2.4423,4.5,4.0769,3.9615,52
"449",644,"Zekrom","zekrom",4.6275,3.1765,3.5294,4.7451,2.9412,1.8627,4.7255,3.5294,4.3137,51
"450",646,"Black Kyurem","kyurem-black",4.8462,2.9231,3.9038,4.6923,2.1346,1.4231,4.4038,2.7115,3.5769,52
"451",646,"White Kyurem","kyurem-white",4.8431,3.3529,3.5294,4.7255,2.098,1.8235,4.2941,3.3333,3.7059,51
"452",646,"standard Kyurem","kyurem",4.6154,3.3462,3.5,4.6154,1.3269,1.4038,4.3269,2.5,3.9615,52
"453",647,"Resolute Keldeo","keldeo-resolute",3.5098,1.8627,2.0588,4.2745,1.4118,3.8235,3.7451,3.6667,3.6667,51
"454",649,"Genesect","genesect",4.3137,2.902,4.7451,4.4706,3.3922,1.9804,4.3529,2.9804,3.8627,51
"455",650,"Chespin","chespin",2.0392,1.6275,1.6078,3,2.7451,4.0784,2.9608,3.0196,3.7255,51
"456",653,"Fennekin","fennekin",2.1538,2.1154,1.5192,2.5962,1.4231,4.5,3.3654,3.9808,3.8654,52
"457",654,"Braixen","braixen",3.3529,2.1373,1.7059,3.9804,4.3725,3.6471,3.3137,3.8039,3.5686,51
"458",656,"Froakie","froakie",2.0385,1.6346,1.4231,2.4038,1.9231,4.0577,3.4231,3.0962,3.8269,52
"459",657,"Frogadier","frogadier",2.9231,2.2885,1.6731,3.1346,3.1346,2.8269,3.7885,3.0577,3.8077,52
"460",658,"standard Greninja","greninja",3.7647,2.4314,1.8431,3.7647,3.9608,1.9412,4.1961,3.2353,3.7647,51
"461",661,"Fletchling","fletchling",1.4314,2.5686,1.4706,1.6667,1.1765,4.2157,3.1961,3.7647,3.9804,51
"462",662,"Fletchinder","fletchinder",2.5192,3.9038,1.4038,2.0192,1.1538,3.3077,3.9038,3.6346,3.9808,52
"463",663,"Talonflame","talonflame",3.2745,3.7059,1.3333,2.6078,1.1176,2.4902,4.2157,3.451,3.8039,51
"464",666,"Vivillon","vivillon-meadow",3.3654,2.5385,1.5,2.5,1.5385,4.25,2.8077,4.5,3.6538,52
"465",670,"Floette","floette-red",2.5882,1.7451,1.7647,4.3333,3.7059,4.5686,2.6471,4.4118,3.7843,51
"466",672,"Skiddo","skiddo",2.1538,2.1731,1.2308,2.1538,1.1154,4.5,2.8269,3.5962,3.9615,52
"467",673,"Gogoat","gogoat",2.6731,3.7115,1.3462,2.5577,1.1346,2.9038,3.8462,3.2692,3.9231,52
"468",674,"Pancham","pancham",1.9231,1.9038,1.3846,1.9615,3.2885,4.2308,3.7885,3.25,3.9038,52
"469",675,"Pangoro","pangoro",2.9231,2.4808,1.3462,2.5577,3.9808,2.0385,4.2885,2.9615,3.8846,52
"470",677,"Espurr","espurr",1.8269,1.8846,1.6154,3.2885,3.0577,4.1538,2.8654,3.3654,3.75,52
"471",678,"Female Meowstic","meowstic-female",2.8039,1.9216,1.7451,3.5294,3.549,3.8235,3.5882,3.902,3.7255,51
"472",678,"Male Meowstic","meowstic-male",2.4038,1.8077,1.75,3.5385,3.4808,4.2115,3.5577,4.1154,3.75,52
"473",679,"Honedge","honedge",3.0392,2.7843,4.8235,4.3137,1.2941,2.3529,4.1765,3.1569,3.902,51
"474",680,"Doublade","doublade",3.75,2.8269,4.7308,4.3654,1.2115,1.7885,4.1346,2.9231,3.8654,52
"475",681,"Aegislash","aegislash-shield",3.9216,2.8431,4.8431,4.5098,1.8235,1.6275,4.549,3.4902,4.2157,51
"476",686,"Inkay","inkay",2.2745,1.9804,1.549,3.0784,1.4118,4.1961,2.8235,3.3333,3.7451,51
"477",687,"Malamar","malamar",3.8824,2.2157,2,4.1961,2.9608,1.549,3.9608,2.3725,3.7451,51
"478",690,"Skrelp","skrelp",2.6731,2.4423,1.5192,2.7115,1.2692,3.1731,3.1154,2.2692,3.7308,52
"479",691,"Dragalge","dragalge",4.0577,3.5,1.5769,3.1923,1.2115,1.8654,4.0385,2.9423,3.9423,52
"480",692,"Clauncher","clauncher",2.2157,2.8235,1.4706,1.8235,1.098,3.1176,3.6078,2.8431,3.8627,51
"481",693,"Clawitzer","clawitzer",3.8824,3,1.6667,3.3529,1.2353,2.0784,4.3725,2.8235,3.8431,51
"482",694,"Helioptile","helioptile",1.8077,1.5192,1.8654,2.5577,1.5385,4.0385,2.8462,3.1154,3.5962,52
"483",695,"Heliolisk","heliolisk",2.7451,2.3922,1.5686,2.7255,2.451,3.3137,3.6667,3.0392,3.7451,51
"484",696,"Tyrunt","tyrunt",2.6154,2.5,1.4423,2.5962,1.25,3.75,3.9423,2.7308,3.9423,52
"485",697,"Tyrantrum","tyrantrum",4.1154,3.9423,1.4615,3,1.2885,1.5962,4.6154,2.7885,4.1154,52
"486",698,"Amaura","amaura",2.0962,1.9038,1.9231,3.5,1.2308,4.3269,3.0385,4.1154,3.9038,52
"487",699,"Aurorus","aurorus",3.2115,2.9231,1.5385,3.7308,1.1538,3.6154,3.5192,4.5962,3.8846,52
"488",700,"Sylveon","sylveon",3.1569,1.7647,2,4.3137,1.4118,4.5294,3.3137,4.5294,4.1765,51
"489",701,"Hawlucha","hawlucha",3.3077,1.9038,1.9808,3.5385,4.0577,2.6923,4.0962,3.0192,3.8077,52
"490",702,"Dedenne","dedenne",1.8654,1.8462,1.6346,2.5192,1.2885,4.5577,2.75,3.5,3.5769,52
"491",703,"Carbink","carbink",2.6731,2.1538,3.1923,4.2692,1.2692,4.0577,2.7308,3.6731,3.6346,52
"492",704,"Goomy","goomy",1.2941,1.3725,1.8824,3.4902,1.1569,4.5098,2.9608,3.2941,4.0392,51
"493",705,"Hisuian Sliggoo","sliggoo-hisui",2.451,1.9412,1.9608,3.3922,1.451,3.7843,2.8627,2.7843,3.6078,51
"494",706,"Hisuian Goodra","goodra-hisui",2.9216,1.9412,1.8824,3.8431,2.3922,3.451,3.1765,3.0392,3.6078,51
"495",706,"standard Goodra","goodra",2.4423,1.3462,1.8654,4.3462,2.8462,4.2115,3.5769,3.3077,4.1154,52
"496",708,"Phantump","phantump",1.8431,1.549,2.2941,4.451,2.4314,4.4706,3.6078,3.4706,4.1569,51
"497",709,"Trevenant","trevenant",3.7843,2.8039,1.8627,4.4118,2.7255,1.8039,4.2549,2.7255,4.2157,51
"498",710,"Pumpkaboo","pumpkaboo-average",1.9804,1.6078,2.2549,4.1373,1.4706,4.3725,3.2745,3.6078,4.1373,51
"499",712,"Bergmite","bergmite",2.0192,2,2.9808,3.4038,1.1923,3.9423,2.7692,2.9038,3.7885,52
"500",714,"Noibat","noibat",3.0192,2.3077,1.6538,2.9808,1.6538,4.4808,3.8654,3.4808,4.25,52
"501",715,"Noivern","noivern",4.0385,2.9423,1.7308,4.2115,2.0385,2.5769,4.5385,3.2692,4.2692,52
"502",716,"Xerneas","xerneas-active",4.4808,3.1923,2.1731,4.7692,1.2692,3.1346,4.3269,4.5769,4.2115,52
"503",717,"Yveltal","yveltal",4.5577,2.7308,2.25,4.6538,1.2692,1.6538,4.7115,3.4808,4.25,52
"504",718,"10% Zygarde","zygarde-10",3.1765,2.7059,3.1569,3.6275,1.1765,2.7451,3.8824,3.1569,3.6667,51
"505",718,"50% Zygarde","zygarde-50",4.1154,2.3846,3.1731,4.5769,1.1731,2.0577,4.1538,3.1154,3.8654,52
"506",722,"Rowlet","rowlet",1.4231,2.1731,1.3846,2.1731,1.4423,4.5962,3.5385,3.7885,4.3846,52
"507",723,"Dartrix","dartrix",2.8462,2.3846,1.7692,2.8269,2.5192,3.2692,3.3077,3.25,3.5577,52
"508",724,"Hisuian Decidueye","decidueye-hisui",4.0769,2.5962,1.6731,3.6923,3.9231,2.4615,4.2308,3.2308,3.9615,52
"509",724,"standard Decidueye","decidueye",3.8077,2.6923,1.9231,3.7885,3.6731,2.8462,4.6346,3.7115,4.3269,52
"510",725,"Litten","litten",1.9216,2.2941,1.2549,2.3922,1.1373,4.5294,4,3.8039,4.3529,51
"511",726,"Torracat","torracat",2.6667,2.6667,1.5294,2.8235,1.3333,3.7451,4.0196,3.2353,3.9216,51
"512",728,"Popplio","popplio",1.8077,1.5962,1.6346,2.3654,1.5385,4.3462,2.6538,3.5769,3.8846,52
"513",730,"Primarina","primarina",3.9615,2.3846,1.9231,4.4231,3.4615,3.75,3.0192,4.4038,3.6731,52
"514",731,"Pikipek","pikipek",1.5769,2.5,1.2308,1.4423,1.0962,4.3654,2.9231,3.75,3.8846,52
"515",737,"Charjabug","charjabug",2.0392,1.6863,3,3.0196,1.1961,3.5686,3.098,2.5686,3.6863,51
"516",738,"Vikavolt","vikavolt",3.7692,2.9808,3.0769,3.3654,1.2115,1.7115,4.6154,2.8654,4.25,52
"517",741,"Sensu Style Oricorio","oricorio-sensu",2.9808,2.3846,1.7885,3.3846,2.6346,3.4615,3.5385,4.3654,3.9423,52
"518",741,"Baile Style Oricorio","oricorio-baile",3.0962,2.4038,1.6538,2.8462,2.6731,3.2885,3.5192,4.0962,3.6538,52
"519",742,"Cutiefly","cutiefly",1.6923,1.7308,1.3462,2.5192,1.2115,4.4808,2.3654,3.8462,3.75,52
"520",743,"Ribombee","ribombee",2.7308,1.6731,1.7115,3.6538,2.9423,4.5192,2.9615,4.1923,3.8654,52
"521",744,"Rockruff","rockruff",2.1176,2.2745,1.4706,1.6863,1.2549,4.5294,3.7647,3.6275,4.1961,51
"522",745,"Dusk Lycanroc","lycanroc-dusk",3.3654,3.3077,1.7308,2.6346,1.2115,3.3462,4.5577,3.7692,4.0769,52
"523",745,"Midnight Lycanroc","lycanroc-midnight",3.2745,2.0392,1.6471,3.7843,3.7647,2.3333,4.451,3.0588,3.902,51
"524",745,"Midday Lycanroc","lycanroc-midday",2.7885,3.4615,1.4231,1.8846,1.1923,3.2885,4.2115,3.7308,4.1346,52
"525",746,"Wishiwashi School","wishiwashi-school",4.0385,2.5577,1.6731,3.5192,1.1538,1.8846,4.2115,3.0769,3.8654,52
"526",746,"Solo Wishiwashi","wishiwashi-solo",1.6154,1.8462,1.2692,1.6346,1.1538,3.9231,2.1538,3,3.6346,52
"527",747,"Mareanie","mareanie",2.7692,2.1346,1.5769,3.0769,2.1346,3.4423,3.0769,2.5192,3.5962,52
"528",749,"Mudbray","mudbray",1.9038,2.4808,1.3846,1.4423,1.1346,3.7308,2.5192,2.75,3.6923,52
"529",750,"Mudsdale","mudsdale",3.1538,3.5769,1.5385,1.8654,1.1923,2.4808,3.9231,2.9231,3.8269,52
"530",752,"Araquanid","araquanid",3.8846,2.7308,2.0769,3.6923,1.0962,1.6346,4.2115,2.5,3.8077,52
"531",753,"Fomantis","fomantis",2.1923,2,1.5,3.2692,2.3462,4.3077,2.7692,3.8269,3.6346,52
"532",754,"Lurantis","lurantis",3.7885,2.3269,1.8077,3.4423,3.8462,3.9423,3.7692,4.2885,4.0769,52
"533",755,"Morelull","morelull",1.5962,2.1538,1.3462,3.2308,1.2885,4.2308,2.6538,3.6923,3.6538,52
"534",757,"Salandit","salandit",2.3654,2.3846,1.4038,2.7692,1.25,3.6923,3.8462,3.0577,4.1154,52
"535",758,"Salazzle","salazzle",3.2885,2.5385,1.6923,3.3654,3.8654,2.6923,4,3.8269,3.8077,52
"536",759,"Stufful","stufful",1.8269,1.4423,2.3462,2.5577,1.5962,4.5192,2.7115,3.5769,3.7692,52
"537",760,"Bewear","bewear",1.902,1.4902,2.2745,2.5686,3.5294,4.0196,3.2157,3.2157,3.5882,51
"538",761,"Bounsweet","bounsweet",1.3846,1.6923,1.3077,2.8077,1.5192,4.7115,1.9615,3.75,3.8269,52
"539",763,"Tsareena","tsareena",3.549,1.9804,1.8627,3.7843,4.7647,2.9608,3.5686,4.2157,3.549,51
"540",767,"Wimpod","wimpod",2.5,2.5577,1.4615,1.9808,1.2885,3.0769,2.6538,2.2692,3.7115,52
"541",768,"Golisopod","golisopod",4.3922,3.3333,1.9608,3.6863,3.4706,1.7843,4.4706,2.5098,4.1961,51
"542",769,"Sandygast","sandygast",1.7059,1.7255,3.7059,3.7059,1.2941,3.5882,3.0588,2.7451,3.6078,51
"543",770,"Palossand","palossand",2.6923,1.9231,4.1731,3.8462,1.2885,2.5385,3.4038,2.8269,3.5962,52
"544",771,"Pyukumuku","pyukumuku",1.5,1.5577,1.5577,2.3654,1.1923,3.8269,2.4423,2.6538,3.5769,52
"545",772,"Type:Null","type-null",4.5577,3.1346,4.1731,4.5577,1.1731,1.8462,4.2115,2.4423,3.9038,52
"546",773,"Silvally","silvally-normal",4.5385,2.7115,4.3077,4.5577,1.2115,2.3462,4.25,2.7692,3.8077,52
"547",774,"Minior Core","minior-red",1.8846,1.4615,3.9615,4.4231,1.1923,4.5,3.2308,4.1538,4.2308,52
"548",774,"Meteor Minior","minior-red-meteor",2.5098,2.5294,3.549,3.8235,1.2549,3.1961,3.0784,2.9216,3.6471,51
"549",778,"Mimikyu","mimikyu-disguised",2.2157,1.8235,3.8824,4.2549,1.2549,4.3529,4.3137,3.0392,4.549,51
"550",780,"Drampa","drampa",2.9231,1.5962,2.0385,4.4231,1.75,3.1731,3.25,2.9423,3.7115,52
"551",781,"Dhelmise","dhelmise",3.9808,3.1538,4.1346,4.1154,1.1346,1.75,3.8654,2.4423,3.8077,52
"552",782,"Jangmo-o","jangmo-o",2.6731,2,1.9423,3.4808,1.2885,3.9423,3.4808,3.0577,3.6346,52
"553",784,"Kommo-o","kommo-o",4.4902,2.7843,2.1765,4.3333,2.5098,1.6863,4.0588,2.7451,3.6275,51
"554",785,"Tapu Koko","tapu-koko",4.451,2.3922,3.2353,4.6275,3.3137,2.2549,4.2941,3.1961,3.8235,51
"555",786,"Tapu Lele","tapu-lele",4.0769,1.9615,3.2885,4.5769,4.0577,4.1346,3.3077,4.1923,3.7115,52
"556",788,"Tapu Fini","tapu-fini",4.2549,2.4118,2.9216,4.4902,4.1373,3.5098,3.8039,4.2941,3.6078,51
"557",789,"Cosmog","cosmog",2.3529,1.451,3.6863,4.7059,1.1765,4.5294,3.3333,4.0392,3.9412,51
"558",790,"Cosmoem","cosmoem",2.7843,2.0784,3.9608,4.7647,1.1569,3.8235,3.2353,3.9216,3.5882,51
"559",791,"Solgaleo","solgaleo",4.4038,2.8846,3.0385,4.5,1.25,2.3269,4.5,3.6731,4.1923,52
"560",792,"Lunala","lunala",4.3725,2.6863,3.1765,4.7647,1.6863,3.0784,4.3725,4.4118,4.3529,51
"561",793,"Nihilego","nihilego",2.9608,2.4706,2.9412,4.2353,2.5294,3.1176,3.5882,3.8039,3.7843,51
"562",794,"Buzzwole","buzzwole",4.5962,2.3462,2.6346,4.5385,4.4423,1.6923,4.0577,2.1538,3.6154,52
"563",795,"Pheromosa","pheromosa",3.9231,2.5385,2.5962,4.1538,4.8846,2.8462,3.7885,4.0962,3.5962,52
"564",796,"Xurkitree","xurkitree",4.0962,2.5577,4.6538,4.6731,3.4423,2.1346,4.0962,2.7885,3.9615,52
"565",798,"Kartana","kartana",4.0192,2.6538,4.5,4.2308,3.3846,1.9615,4.1154,3.25,3.9038,52
"566",799,"Guzzlord","guzzlord",4.6667,1.7059,3.5294,4.8039,1.8039,1.3333,4.1176,1.6471,3.5882,51
"567",800,"Dawn Wings Necrozma","necrozma-dawn",4.6923,2.5192,4.0192,4.7115,1.5769,1.75,4.3269,3.4808,3.6731,52
"568",800,"Ultra Necrozma","necrozma-ultra",4.5882,2.7451,4.0588,4.6667,2.3137,1.6667,4.2941,3.6667,3.7647,51
"569",800,"standard Necrozma","necrozma",4.6078,2.6667,4.4706,4.6078,3.098,1.451,4.1765,2.8824,3.7059,51
"570",801,"Magearna","magearna",4.4314,2.3529,4.8431,4.3922,4.2353,3.9412,3.0588,3.902,3.5882,51
"571",802,"Marshadow","marshadow",2.3137,1.6471,2.7647,4.5882,4.098,4.3333,4,3.6078,4,51
"572",803,"Poipole","poipole",3.1538,1.6923,3.9038,4.5385,3.2692,3.9808,3.75,3.2308,3.7692,52
"573",804,"Naganadel","naganadel",4.6471,2.2157,4,4.7255,1.4902,1.6078,4.0588,2.6471,3.6078,51
"574",805,"Stakataka","stakataka",3.9412,3.098,4.7059,4.5098,1.1176,1.8039,3.7647,2.6863,3.8235,51
"575",807,"Zeraora","zeraora",3.8846,2,1.8846,4.2308,4.4231,3.2885,4.25,3.5,3.6923,52
"576",808,"Meltan","meltan",1.8039,1.5686,4.8235,4.3137,2.2157,4.1961,3.1176,3.1569,3.6863,51
"577",809,"standard Melmetal","melmetal",3.5192,1.75,4.8269,4.4231,3.9615,2.5962,4.0385,2.6731,3.6923,52
"578",810,"Grookey","grookey",1.9412,2.098,1.4314,2.451,2.5098,4.3333,3.0784,3.3529,3.8431,51
"579",813,"Scorbunny","scorbunny",2.1765,1.6667,1.7059,2.6667,3.3725,4.1373,3.4902,3.2353,3.6275,51
"580",821,"Rookidee","rookidee",1.6346,2.5192,1.25,1.5962,1.1346,3.9808,3.1154,3.3269,3.6731,52
"581",822,"Corvisquire","corvisquire",2.7115,3.3654,1.5385,1.8462,1.2885,2.9808,3.9231,3.4038,3.8077,52
"582",823,"standard Corviknight","corviknight",3.6731,3.4423,2.9038,3.3269,1.2115,2.1538,4.5962,3.5385,4.2308,52
"583",823,"Gigantamax Corviknight","corviknight-gmax",4.098,2.9804,3.098,3.7647,1.2549,1.6667,4.1765,3.1373,3.6275,51
"584",826,"Gigantamax Orbeetle","orbeetle-gmax",4.7115,1.7308,4.1923,4.6923,1.8654,1.5,3.9808,2.5385,3.6154,52
"585",826,"standard Orbeetle","orbeetle",3.9608,2.0392,3.0588,3.9804,3.0784,1.7647,3.7843,2.3137,3.5686,51
"586",827,"Nickit","nickit",2.3137,2.3137,1.2745,2.1176,1.2941,3.9608,3.2941,3.3725,3.5882,51
"587",830,"Eldegoss","eldegoss",2.1538,2.1346,1.5,3.2115,2.25,4.0192,2.8269,3.8654,3.6346,52
"588",831,"Wooloo","wooloo",1.3269,2.6346,1.2115,1.4423,1.1923,4.4615,2.6538,3.8654,4.0385,52
"589",834,"standard Drednaw","drednaw",3.5577,2.8077,2.0962,2.6346,1.1731,2,3.75,2.2692,3.7308,52
"590",840,"Applin","applin",1.3654,1.4423,1.3846,3.1731,1.0769,4.25,2.9808,3.0192,3.8269,52
"591",841,"standard Flapple","flapple",3.0577,1.5962,1.8654,4,1.4423,3.5577,3.5385,2.6538,3.6731,52
"592",842,"Appletun","appletun",2.9231,1.5769,2.5192,4.4423,1.1154,4.2692,3.4423,3.0577,4.2115,52
"593",849,"Amped Toxtricity","toxtricity-amped",3.9615,1.9038,2.5192,4.0385,4.3269,2.25,4.2115,2.8654,3.9231,52
"594",849,"Gigantamax Toxtricity","toxtricity-amped-gmax",4.5769,1.6923,3.4038,4.4615,2.4231,1.9808,4.2308,2.8269,3.7115,52
"595",849,"Low Key Toxtricity","toxtricity-low-key",3.902,2.0392,2.4706,4.2353,4.4706,2.2549,4.2549,2.6471,4.0392,51
"596",850,"Sizzlipede","sizzlipede",2,1.8462,1.6731,2.8077,1.1923,3.5577,3.5769,2.8462,3.8462,52
"597",851,"Gigantamax Centiskorch","centiskorch-gmax",3.8235,2.6863,2.2353,4.1961,1.1961,1.8627,4.4706,3.4118,4.0196,51
"598",851,"standard Centiskorch","centiskorch",3.5192,2.6346,1.8269,3.75,1.25,2.0385,4.1346,2.7692,3.9038,52
"599",852,"Clobbopus","clobbopus",2.3077,1.6731,1.8462,2.6731,2,4.25,3.2885,2.9231,3.8077,52
"600",855,"Polteageist","polteageist-phony",2.9615,1.8269,4.25,4.5,2.4808,3.7692,3.1731,3.5,3.6538,52
"601",857,"Hattrem","hattrem",2.8824,1.7451,2.6667,4.3725,4.0784,4.5098,2.8627,4.2353,3.8039,51
"602",858,"standard Hatterene","hatterene",3.4314,1.9216,2.549,4.7843,4.2157,3.9216,3.4902,4.3137,3.9608,51
"603",861,"Gigantamax Grimmsnarl","grimmsnarl-gmax",4.3077,2.5,2.6538,4.5769,4.7115,1.4038,4.3077,2.3269,3.5577,52
"604",862,"Obstagoon","obstagoon",3.8462,2.1731,1.9423,3.5769,4.2308,2.0385,4.1154,2.4615,3.5577,52
"605",864,"Cursola","cursola",3.549,2.4118,2.4314,4.098,1.2549,3.2157,3.9608,3.1765,4.2941,51
"606",865,"Sirfetch’d","sirfetchd",2.8846,2,1.6346,3.75,3.1346,2.5962,4.0769,3.1923,3.8077,52
"607",867,"Runerigus","runerigus",4.1569,2.4706,4.1961,4.5882,2.1569,1.5294,4.3137,2.6667,4.0588,51
"608",870,"Falinks","falinks",3.1154,1.5385,3.6923,3.6731,2.2692,4.1154,3.7692,3.2692,4.0192,52
"609",872,"Snom","snom",1.3725,1.5882,1.6471,3.0588,1.098,4.7843,2.9412,3.6863,4.3333,51
"610",873,"Frosmoth","frosmoth",2.9615,2.8846,1.5577,3.5385,1.2308,3.9615,3.8654,4.4808,4.1154,52
"611",885,"Dreepy","dreepy",2.1373,1.7059,2.5294,4.1961,1.1961,4.3725,3.5098,3.1569,3.8824,51
"612",886,"Drakloak","drakloak",3.4615,1.9808,2.8846,4.4231,1.4038,3.3269,3.6731,3.0192,3.7308,52
"613",887,"Dragapult","dragapult",4.0192,2.0962,3.1731,4.5769,1.7885,2.9808,4.5769,3.3846,4.3462,52
"614",888,"Hero Zacian","zacian",3.9423,3.5385,1.7885,3.8077,1.25,2.7692,4.0769,3.5577,3.6538,52
"615",888,"Crowned Zacian","zacian-crowned",4.5577,2.7308,2.9808,4.5385,1.4038,2.8462,4.0577,3.75,3.5577,52
"616",889,"Hero Zamazenta","zamazenta",4.0962,3.2885,2.0962,3.6923,1.3077,2.7692,3.9808,3.0962,3.6923,52
"617",892,"standard Single Strike Urshifu","urshifu-single-strike",3.9423,2.8077,2.0962,3.6346,4.4615,2.1154,4.0769,2.8654,3.6923,52
"618",894,"Regieleki","regieleki",3.6346,1.9231,4.7692,4.6346,2.0192,2.5577,4,3.1154,3.8077,52
"619",897,"Spectrier","spectrier",2.3846,3.2692,1.7692,4.1731,1.2115,2.9808,3.8846,4.1731,3.7115,52
"620",899,"Wyrdeer","wyrdeer",3.0769,2.9808,1.4423,3.0192,1.3462,2.25,3.6731,2.9423,3.8269,52
"621",900,"Kleavor","kleavor",4.2745,2.7843,3.1569,4.098,3.451,1.549,4,2.2745,3.5686,51
"622",901,"Ursaluna","ursaluna",3.8824,3.3137,1.6078,2.8627,1.4118,2.549,3.8039,2.3725,3.7843,51
"623",902,"Female Basculegion","basculegion-female",3.8846,2.5385,1.8654,3.8654,1.3462,2.0385,3.9038,2.5962,3.75,52
"624",902,"Male Basculegion","basculegion-male",4.0392,2.8824,1.8824,4.2549,1.2745,1.9412,4.451,3.0784,4.2157,51
"625",906,"Sprigatito","sprigatito",2,1.8462,1.3846,2.5385,1.25,4.6346,2.9808,4.1538,4.0769,52
"626",907,"Floragato","floragato",3.0962,2.2308,1.5769,3.5385,4.0192,3.9231,4.3269,3.9423,4.0192,52
"627",908,"Meowscarada","meowscarada",3.5882,2.1176,1.8039,4.0784,4.6275,3.4314,4.0196,3.8431,3.7059,51
"628",909,"Fuecoco","fuecoco",2.2353,1.4118,2,3.2941,2.0588,4.3529,3.5294,3.0392,4.0588,51
"629",915,"Lechonk","lechonk",1.4902,2.1373,1.3333,1.5294,1.2157,3.9216,2.5098,2.7451,3.549,51
"630",920,"Lokix","lokix",3.902,2.5098,3.6078,3.5686,3.8235,1.9608,4.2549,2.9216,3.7255,51
"631",927,"Dachsbun","dachsbun",3.3077,2.0385,2.8654,3.5962,1.1346,4.25,3.1731,3.5769,3.6923,52
"632",928,"Smoliv","smoliv",1.3333,1.451,1.4314,2.6078,1.5098,4.2353,2.2745,3.0588,3.6078,51
"633",934,"Garganacl","garganacl",3.9804,2.1176,3.6471,4.1961,3.8627,2.0392,3.9804,2.6471,3.8824,51
"634",936,"Armarouge","armarouge",4,2.3846,3.8269,4.3654,4.8077,2.4808,4.5577,3.6346,4.0192,52
"635",937,"Ceruledge","ceruledge",4.4808,2.7692,4.1923,4.6154,4.8846,2.2692,4.75,4,4.25,52
"636",943,"Mabosstiff","mabosstiff",2.5882,3.1373,1.3725,1.6667,1.2549,3.3529,3.4118,2.6471,3.7451,51
"637",945,"Grafaiai","grafaiai",3.6346,2,1.8846,3.1731,2.7115,3.0385,3.9231,2.5192,3.8077,52
"638",948,"Toedscool","toedscool",1.7255,1.4706,1.7255,3.2549,1.9608,3.2745,3.0588,2.2353,3.6471,51
"639",949,"Toedscruel","toedscruel",3.1765,2.1961,1.451,3.549,1.2941,2.1569,3.8039,2.549,3.7647,51
"640",956,"Espathra","espathra",3.9412,2.2353,2.2549,3.5098,1.8627,2.7255,3.4314,3.5882,3.7059,51
"641",958,"Tinkatuff","tinkatuff",2.9804,1.549,3.0392,4.0588,4.4314,3.6667,3.549,2.9608,3.6667,51
"642",959,"Tinkaton","tinkaton",3.3654,1.4038,3.0192,4.2308,4.3269,4.1538,3.9808,3.3269,3.8846,52
"643",963,"Finizen","finizen",1.8077,2.3462,1.3462,1.8654,1.1346,4.4231,3.0962,4.0962,3.75,52
"644",964,"Zero Palafin","palafin-zero",1.9808,2.2692,1.4423,2,1.2885,4.4423,2.9231,3.9231,3.6154,52
"645",967,"Cyclizar","cyclizar",2.8077,2.1923,2.5192,3.4231,2.7308,3.0385,3.7692,2.7308,3.6154,52
"646",970,"Glimmora","glimmora",2.8654,2.6154,3.3846,4.2885,1.1154,2.9231,3.5385,3.5962,3.6538,52
"647",971,"Greavard","greavard",2.5,1.6923,2.3846,3.6346,1.0962,3.9231,3.3077,2.7115,3.6731,52
"648",972,"Houndstone","houndstone",3.3846,1.9615,2.4808,4.3077,1.1731,2.6346,3.6923,2.0962,3.7115,52
